Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;19;110.489;110.431;122.659;1084;1050;1005;991;945;913;870;836;833;789;735;728;680;645;558;464;407;389;310;238.835;240;42.3678;42.3271;48;18;5;10;8;5;314;0;1784;11;1012;972;65;1909;0;1148;787;0;1870;0;1408;566;0;1398;0;2289;157;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;20;83.3306;94.7856;104.118;1021;965;914;846;792;746;671;615;483;410;360;334;260;233;151;79;45;0;0;209.241;219;32.8653;33.9645;22;13;6;1;1;1;294;0;943;199;148;2459;95;1709;1;83;2011;40;2021;2;19;1802;0;2755;161;0;928;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;21;79.924;89.8213;100.497;1040;987;930;895;865;836;730;627;521;396;375;248;228;218;184;177;36;34;34;210.796;213;23.6716;23.7566;19;14;5;2;1;1;503;0;597;114;123;2890;120;809;27;47;2867;94;1133;5;13;2681;12;1358;0;0;2486;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;22;86.1186;95.4399;105.964;960;931;839;815;749;670;604;570;457;379;294;241;238;187;140;137;120;104;102;210.437;240;32.625;43.46;15;8;6;2;2;2;198;0;685;175;300;2556;128;986;46;238;2417;157;1313;17;123;2140;251;1796;296;0;1120;632
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;23;96.7482;106.068;107.638;880;733;622;559;490;475;433;380;355;324;269;263;154;128;124;112;103;100;100;176.573;180;56.1501;56.2546;6;2;1;0;0;0;90;0;322;577;386;974;1585;546;640;368;755;1535;603;791;239;613;1598;425;1192;755;126;1346
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;24;98.578;104.967;116.001;1031;973;933;911;858;816;760;694;599;555;491;416;317;294;245;169;168;164;163;221.389;240;33.3047;37.6936;32;15;6;3;2;2;167;0;1402;103;531;1774;34;1764;90;568;1406;16;2350;99;426;957;12;3125;188;185;294;52
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;25;98.5731;102.736;115.382;1095;1057;990;948;913;882;826;783;725;659;543;493;439;392;346;292;252;233;218;227.425;240;36.6665;38.4276;31;14;5;6;4;3;228;0;1465;26;507;1760;86;1957;0;435;1452;0;2641;0;389;814;0;3260;0;463;121;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;26;98.4472;102.952;115.473;1034;992;936;901;869;847;797;720;576;531;464;418;298;255;102;101;100;97;87;225.231;240;35.2807;37.6647;41;16;7;4;3;3;413;0;1791;3;542;1483;25;1942;0;477;1425;0;1957;0;790;1097;0;1895;0;1077;872;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;27;84.8262;93.4121;100.424;949;834;731;642;584;552;512;433;283;278;221;205;181;127;85;85;79;78;78;207.299;180;43.4209;51.3968;16;5;2;1;1;1;80;0;1049;229;186;2054;326;1377;134;168;2086;79;1538;154;139;2011;2;821;343;287;2342;51
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;28;102.354;108.604;114.485;1065;1017;968;882;790;711;632;580;434;360;296;286;261;231;197;193;164;164;163;208.925;240;57.0717;63.5425;44;16;7;6;4;3;272;0;1557;0;907;1341;39;1537;0;983;1319;5;1582;0;1118;1144;0;1919;0;1760;165;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;29;110.025;112.135;121.221;1027;951;888;874;859;835;808;786;724;698;681;659;539;474;350;339;319;309;279;215.758;240;60.8752;59.68;46;17;6;5;5;4;507;0;1511;0;1210;1120;3;1535;0;1324;985;0;1774;0;1402;668;0;1881;0;1712;251;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;30;57.0507;76.11;82.1121;828;654;503;312;197;135;38;2;0;0;0;0;0;0;0;0;0;0;0;193.339;180;13.61;19.0578;1;1;0;0;0;0;0;0;26;285;0;3533;0;4;267;0;3573;0;12;284;0;3548;0;7;313;0;3516;8
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;31;78.3317;89.2516;100.834;1042;994;913;858;827;709;635;587;471;391;301;211;201;185;176;175;152;132;124;211.913;215;22.7378;22.9338;16;9;5;3;2;1;530;0;369;165;64;3125;121;635;68;57;3028;56;966;91;0;2787;0;960;14;0;2870;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;32;84.9347;94.1579;108.329;1101;1064;1022;979;951;889;765;623;490;422;314;266;213;175;142;112;112;98;68;218.187;219;23.4391;23.4532;22;11;4;0;0;0;253;0;682;117;73;2829;143;1265;25;26;2469;59;1788;37;0;1988;31;2720;2;0;1073;49
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;33;85.5731;94.9162;109.403;1008;932;871;845;806;786;724;677;635;592;526;441;375;360;318;268;257;191;102;218.158;222;21.3585;21.6847;22;12;5;1;1;1;392;0;929;58;65;2591;201;1315;2;0;2284;243;1934;0;0;1890;20;3650;6;0;188;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;34;91.4735;98.6264;111.981;1035;998;928;874;794;770;667;610;587;513;455;410;382;338;218;172;110;110;79;223.145;224;29.3209;29.3334;25;14;6;2;2;1;426;0;1081;101;192;2360;110;1867;6;120;1825;26;2333;2;118;1391;0;3356;14;0;474;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;35;86.5284;93.3312;107.101;1092;1064;1023;975;920;888;759;680;650;617;567;503;412;369;276;213;130;112;109;224.21;223;31.4809;31.5041;19;9;4;3;1;1;315;0;814;153;51;2693;133;1719;28;22;2055;20;2313;13;0;1518;0;3051;0;0;793;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;36;89.1896;96.4259;108.271;1030;982;918;876;801;778;723;680;654;622;579;488;396;377;371;367;291;258;222;218.29;222;33.7288;33.8194;32;17;6;2;2;2;272;0;1223;1;104;2461;55;1715;0;37;2092;0;2392;0;0;1452;0;3168;0;56;620;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;37;97.1199;104.011;114.657;1065;1041;994;963;859;840;803;769;730;671;607;565;548;516;358;272;252;244;228;218.302;240;40.8068;45.0633;38;17;5;5;4;3;516;0;1457;12;457;1888;30;1943;0;384;1510;7;2558;0;283;998;5;3366;0;351;127;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;38;84.796;97.1714;101.015;1025;962;900;886;850;735;653;622;541;530;460;452;291;265;199;198;171;119;110;195.199;201;52.4138;52.328;27;12;4;8;6;2;110;0;1175;74;310;2175;110;1652;21;189;1981;1;1869;0;106;1869;0;2665;0;0;1179;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;39;88.5213;101.198;102.263;1043;996;878;847;795;733;698;631;579;567;393;319;207;178;172;159;135;107;106;186.143;240;52.9908;73.9844;22;11;4;4;2;2;0;0;923;237;328;2048;308;1620;126;343;1694;61;1848;99;320;1571;6;2467;258;110;835;174
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;40;58.988;78.7076;84.6629;907;760;497;369;241;126;53;48;7;7;7;7;7;7;7;7;7;7;7;192.586;197;13.4069;14.1149;2;1;1;1;1;1;0;0;57;350;0;3406;31;61;284;0;3468;31;111;248;0;3451;34;68;352;0;3345;79
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;41;79.3637;91.1504;102.726;1043;985;944;863;759;701;533;436;370;354;321;296;175;166;133;124;124;122;119;208.836;218;21.9101;23.2719;20;11;3;1;1;1;385;0;618;171;115;2876;64;1076;36;38;2662;32;1195;4;0;2645;0;1282;122;0;2440;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;42;88.0029;98.2081;112.036;1101;1060;993;930;840;794;725;659;619;479;456;432;375;370;312;304;235;192;136;214.803;226;21.3034;23.8973;28;10;4;2;2;2;265;0;1022;54;248;2425;95;1652;9;146;1991;46;2046;1;66;1695;36;2758;10;0;1038;38
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;43;89.6956;99.525;113.19;1044;1015;950;897;879;833;784;764;717;635;597;570;495;482;402;308;302;244;215;214.945;223;23.3918;24.618;27;14;5;0;0;0;403;0;1311;7;146;2228;152;2044;0;19;1700;81;2654;0;0;1170;20;3637;0;0;207;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;44;89.7458;98.5278;112.145;1061;1006;963;899;826;802;714;666;572;533;509;454;338;301;266;185;165;157;155;218.392;221;24.435;24.5738;28;15;6;3;2;2;565;0;1045;65;184;2393;157;1712;7;164;1938;23;2417;5;10;1412;0;3072;14;0;758;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;45;85.135;93.3057;107.668;1058;1008;953;896;857;816;724;657;571;456;420;418;375;282;227;136;102;77;64;220.686;223;26.6221;26.7225;19;12;4;0;0;0;616;0;710;351;25;2646;112;1311;132;0;2374;27;1651;98;0;2095;0;3247;118;0;479;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;46;92.0525;97.4644;109.4;1042;987;922;863;834;807;771;746;626;595;586;558;460;406;335;331;233;182;168;224.958;240;38.0814;40.7727;33;20;6;3;3;3;214;0;1314;9;221;2280;20;1818;0;110;1904;12;2416;0;0;1428;0;2877;0;0;967;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;47;93.9313;101.545;110.762;1037;1007;976;964;905;836;715;622;572;512;435;346;269;258;239;211;207;148;116;211.772;240;42.3844;49.9379;38;16;4;3;3;1;592;0;1415;8;302;2077;42;2188;0;150;1491;15;2744;0;30;1070;0;3282;0;0;562;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;48;92.0523;101.969;110.454;1099;1082;1058;1028;965;932;881;801;773;710;656;609;485;413;334;278;257;253;243;201.741;240;44.229;56.7375;42;18;6;6;6;3;92;0;1342;8;402;2052;40;1827;0;262;1744;11;2685;0;59;1099;1;3303;0;0;541;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;49;96.0981;113.087;103.194;1018;990;932;889;795;747;672;626;464;428;348;323;225;222;161;110;109;108;107;151.044;120;47.9971;56.9682;13;8;5;1;1;1;45;0;830;113;482;1069;1350;1662;24;277;859;1022;2025;23;46;814;936;2240;151;0;429;1024
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;50;70.687;85.9901;96.6319;962;899;790;737;615;499;461;424;317;243;191;169;161;158;156;103;72;62;41;203.627;211;15.6824;17.3293;11;5;3;0;0;0;214;0;427;49;73;3290;5;501;0;36;3307;0;620;0;0;3224;0;789;171;0;2884;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;51;75.5104;87.6694;98.4022;1073;998;900;847;758;690;575;515;446;428;335;267;128;127;44;44;1;1;1;208.636;218;24.1117;25.8666;21;11;3;2;2;1;374;0;476;90;7;3218;53;607;14;0;3211;12;663;0;0;3181;0;660;0;0;3184;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;52;91.5029;100.212;113.328;1055;997;943;870;784;728;644;574;486;382;332;284;216;206;195;164;154;110;98;216.138;222;26.628;27.0231;35;17;5;3;2;2;554;0;1214;54;306;2246;24;1843;6;229;1764;2;2540;0;2;1298;4;3383;0;0;461;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;53;93.7981;103.381;113.978;1033;986;949;888;793;749;708;622;603;570;519;494;470;427;364;301;281;257;156;213.166;240;38.3389;45.1379;26;16;6;1;1;1;377;0;1051;42;406;2270;75;1766;1;385;1692;0;2363;0;187;1294;0;2947;0;0;897;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;54;79.5905;94.815;100.042;1055;1015;911;842;659;627;563;508;401;286;263;258;212;206;165;160;139;136;134;196.648;198;36.4924;36.5036;15;8;4;0;0;0;34;0;664;13;116;2965;86;927;0;59;2851;7;1057;0;34;2753;0;1487;0;0;2357;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;55;79.9797;91.5656;101.559;1004;931;789;746;696;663;629;604;516;428;331;300;217;173;162;131;80;77;77;208.932;198;31.1982;33.0586;16;7;4;0;0;0;231;0;447;108;66;3169;54;1104;22;4;2707;7;1464;11;0;2369;0;2326;0;0;1518;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;56;86.679;95.6236;107.526;1070;1007;914;874;800;743;664;616;561;519;371;308;209;190;172;98;66;26;25;214.397;223;27.2955;28.6195;31;15;5;4;3;3;579;0;939;26;114;2622;143;1581;0;32;2230;1;2056;0;0;1788;0;2877;0;0;967;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;57;86.7167;95.4342;108.189;1108;1088;1042;997;947;880;788;732;610;531;389;365;258;221;180;134;117;117;86;217.265;222;32.1843;32.2475;38;17;6;2;2;2;310;0;1251;0;201;2374;18;1309;0;64;2470;1;1817;0;13;2014;0;2242;0;0;1602;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;58;89.4004;104.94;103.054;1053;1017;958;907;863;818;753;676;568;492;451;441;355;338;255;164;161;159;105;171.503;240;51.2801;85.1592;19;8;4;1;1;1;88;0;1044;29;374;1816;581;1726;14;181;1696;227;2229;12;77;1337;189;2899;7;0;760;178
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;59;84.9324;105.291;96.9498;1075;1010;904;778;666;573;430;353;161;110;100;98;96;86;54;47;46;45;44;155.34;138;38.1088;41.8424;1;1;1;0;0;0;49;0;213;248;221;1333;1829;662;154;148;1139;1741;687;187;38;1208;1724;144;793;0;646;2261
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;60;74.1108;89.8619;99.0596;997;890;771;679;603;482;377;367;326;304;271;261;258;256;236;227;197;117;28;200.895;180;18.7885;28.1018;21;10;3;0;0;0;168;0;480;111;105;3068;80;957;34;27;2777;49;1414;6;0;2383;41;2261;2;0;1483;98
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;61;89.7646;98.9017;108.067;1020;972;914;884;856;811;751;725;535;511;491;473;401;395;348;320;305;303;257;213.819;240;36.9169;44.8478;32;16;4;2;2;1;287;0;1008;119;304;2365;48;1805;29;178;1807;25;2407;0;0;1437;0;2801;108;0;935;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;62;81.6621;95.518;103.082;1018;953;786;721;696;636;510;452;427;371;352;269;256;179;155;89;85;84;84;201.667;180;31.7445;38.8043;16;8;4;0;0;0;142;0;530;210;281;2714;109;875;115;187;2656;11;1131;180;118;2415;0;1755;289;0;1800;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;63;78.6309;100.035;96.1152;1042;991;907;841;760;722;590;540;434;214;117;41;16;9;2;0;0;0;0;169.752;183;29.3365;32.1899;6;5;2;0;0;0;38;0;381;327;105;2431;600;763;268;45;2260;508;902;218;0;2232;492;742;29;0;2130;943
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;64;78.7908;102.734;96.1491;997;899;694;607;572;534;451;395;269;252;221;87;55;55;21;17;0;0;0;166.133;192;28.7867;38.703;2;2;2;0;0;0;0;0;141;603;13;1914;1173;373;613;0;1709;1149;462;530;0;1718;1134;0;748;0;1490;1606
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;65;61.1262;79.7934;88.161;870;701;525;408;281;227;137;124;108;93;44;0;0;0;0;0;0;0;0;196.697;209;19.0972;22.7179;0;0;0;0;0;0;0;0;0;493;0;3214;137;35;546;0;3145;118;0;477;0;3215;152;1;599;0;3137;107
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;66;92.5843;103.185;110.469;1036;983;931;900;865;813;758;651;630;588;466;461;343;283;195;122;119;119;110;204.499;222;42.314;44.9175;36;14;4;2;2;1;331;0;1127;85;447;1985;200;1864;2;352;1592;34;2249;0;252;1343;0;2876;0;7;961;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;67;98.8033;107.299;111.253;994;940;905;863;844;804;726;632;603;548;513;435;396;324;176;169;163;162;158;176.806;180;69.4692;69.5437;22;10;4;3;3;2;230;0;930;28;765;1872;249;1145;0;761;1821;117;1583;0;677;1508;76;2858;0;557;398;31
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;68;110.002;122.465;110.855;1021;982;956;890;806;791;715;645;464;391;385;347;318;307;208;189;186;184;156;127.693;120;63.3921;63.5643;9;7;4;0;0;0;108;0;487;137;950;678;1592;1197;125;842;352;1328;1523;110;681;239;1291;1089;161;860;0;1734
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;69;77.0796;96.0245;95.6982;1010;925;800;731;618;506;446;405;274;228;153;143;138;108;103;65;63;63;41;177.639;201;34.742;41.8672;6;4;2;0;0;0;23;209;207;107;360;2560;610;531;63;331;2447;472;644;87;249;2431;433;846;483;170;2067;278
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;70;73.0088;89.2341;93.225;971;877;685;602;445;281;215;15;15;15;0;0;0;0;0;0;0;0;0;191.655;180;25.4347;28.0175;3;1;1;0;0;0;24;0;120;916;3;2716;89;357;875;0;2575;37;320;913;0;2606;5;154;1652;0;2035;3
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;71;75.2425;91.1374;93.3806;877;843;691;590;425;315;161;100;16;16;0;0;0;0;0;0;0;0;0;190.137;180;29.1544;30.8975;1;1;1;0;0;0;23;0;26;1052;0;2484;282;558;1017;0;2206;63;320;1246;0;2278;0;0;2807;0;1037;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;72;77.6394;94.2812;98.7799;998;940;814;733;573;533;335;316;231;158;57;56;44;44;33;0;0;0;0;191.337;180;29.197;31.3212;5;2;2;0;0;0;24;0;240;686;63;2481;374;528;692;34;2372;218;710;771;0;2267;96;242;1902;0;1598;102
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;73;83.1134;101.319;100.683;1005;884;745;702;642;514;323;299;265;200;114;65;63;63;1;0;0;0;0;180.368;240;36.9749;70.1712;8;4;1;0;0;0;3;0;261;948;48;1714;873;896;908;0;1304;736;874;946;0;1307;717;498;1827;0;558;961
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;74;75.9631;99.3777;93.6917;985;896;680;605;541;468;361;345;262;238;216;142;135;135;105;102;21;21;21;165.854;187;31.581;38.0082;9;6;4;0;0;0;0;0;365;534;47;2337;561;601;492;15;2186;550;753;455;0;2055;581;880;1111;0;1036;817
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;75;71.8907;91.121;93.9134;914;782;649;590;499;471;427;364;354;323;308;273;204;133;92;63;40;40;13;181.953;180;29.3786;29.4435;12;8;3;0;0;0;0;0;401;56;86;2980;321;878;9;0;2772;185;1066;33;0;2661;84;684;469;0;2510;181
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;76;79.4563;98.1933;95.0127;1021;946;797;734;690;573;452;373;327;311;227;222;180;139;125;110;68;37;14;169.866;194;42.0526;48.4875;10;6;4;0;0;0;0;0;456;63;105;2518;702;659;60;45;2393;687;791;74;1;2281;697;1026;79;0;2023;716
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;77;103.74;119.697;109.356;1017;949;878;857;786;698;651;626;572;534;421;363;323;283;278;196;180;179;176;141.325;120;58.8927;61.3109;10;5;2;1;1;1;76;0;672;116;989;1271;796;1375;75;1048;830;516;1744;115;793;727;465;1996;232;528;552;536
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;78;105.88;119.701;102.367;952;890;754;666;614;550;394;376;330;289;242;237;193;173;135;62;36;36;36;111.923;120;39.5256;40.4363;4;3;1;0;0;0;66;0;436;53;435;441;2479;855;13;299;276;2401;725;8;223;167;2721;266;2;366;0;3210
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;79;110.732;119.631;127.151;796;742;648;599;568;547;542;511;489;443;398;352;293;273;257;254;214;176;153;205.517;240;41.3636;53.7346;5;4;2;0;0;0;4;1164;225;183;1910;796;730;815;118;1797;502;612;928;115;1685;420;696;337;315;1960;59;1173
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;80;63.0596;85.9066;84.3296;981;896;716;626;516;414;275;203;194;153;50;20;0;0;0;0;0;0;0;175.689;180;21.7468;22.1701;8;5;4;0;0;0;0;0;90;173;0;3490;91;87;128;0;3591;38;90;217;0;3537;0;0;1011;0;2833;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;81;71.3707;93.9069;84.8522;960;896;773;725;613;536;403;322;233;179;44;44;23;23;0;0;0;0;0;158.961;180;33.0174;39.1522;1;1;1;0;0;0;0;0;40;792;0;2793;219;454;741;0;2528;121;379;809;0;2646;10;0;2184;0;1660;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;82;72.2328;98.0632;83.8684;986;940;821;753;684;596;390;190;131;126;74;57;29;29;0;0;0;0;0;148.735;120;28.0952;40.19;0;0;0;0;0;0;0;0;19;1447;0;2153;225;708;1042;0;2068;26;424;1399;0;2021;0;1;3032;0;811;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;83;81.8447;101.924;95.373;933;863;764;654;570;531;408;316;208;104;84;84;84;84;77;77;77;76;76;157.826;180;45.6897;50.8004;2;2;0;0;0;0;0;0;107;1394;312;1901;130;314;1136;348;1985;61;241;1244;320;1959;80;10;2997;68;47;722
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;84;71.0031;89.2315;91.1707;998;920;821;750;679;584;468;359;323;157;132;99;77;76;75;73;10;9;9;187.314;240;33.5258;62.2274;2;1;1;0;0;0;0;0;20;1059;7;2741;17;172;1009;11;2644;8;189;1173;2;2471;9;60;2752;0;943;89
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;85;77.6558;94.4875;94.5812;953;860;674;599;482;415;310;238;158;133;120;118;99;82;50;50;29;29;29;183.658;240;39.4488;68.6229;3;1;1;0;0;0;0;0;102;1550;31;2024;137;348;1513;0;1916;67;248;1866;0;1721;9;9;2812;0;953;70
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;86;73.5395;95.9334;87.4207;940;859;734;676;527;419;271;218;182;173;142;139;99;83;70;63;62;31;31;156.895;180;35.2691;42.1648;2;1;0;0;0;0;0;0;72;1079;99;2366;228;302;991;80;2337;134;312;1163;19;2233;117;0;2934;0;529;381
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;87;99.1238;115;97.6301;999;868;736;673;545;445;398;328;299;264;151;91;44;34;30;30;29;29;28;116.959;120;38.7556;39.0065;2;1;1;0;0;0;14;0;370;687;526;586;1675;966;471;457;438;1512;1183;209;235;448;1769;82;207;0;260;3295
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;88;111.506;121.826;122.414;931;826;733;617;578;532;478;423;267;235;196;188;160;156;119;79;63;63;59;181.971;231;53.6567;71.1275;8;6;5;1;1;1;20;862;457;695;1739;287;666;949;657;1674;141;423;1166;508;1590;59;521;252;0;1783;0;1809
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;89;91.9279;106.644;105.948;959;899;856;710;633;557;519;427;385;371;307;242;204;159;104;24;24;23;12;171.496;180;47.9114;48.6604;5;3;2;0;0;0;0;419;190;896;822;1462;474;494;877;796;1348;329;596;936;726;1193;393;199;1965;771;286;623
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\6\01.bmp;90;81.7786;106.924;80.2539;942;805;654;498;359;282;192;167;53;28;13;13;11;11;0;0;0;0;0;120.191;120;23.2672;23.2633;0;0;0;0;0;0;28;0;20;3013;45;242;524;24;2963;74;243;540;17;2884;106;153;684;0;2526;256;0;1062
