Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;0;74.4014;96.7107;97.7659;959;906;811;684;631;437;332;295;238;176;93;65;65;63;49;21;21;20;0;181.291;180;31.175;31.2095;4;2;2;0;0;0;601;0;149;363;20;2703;609;370;375;44;2614;441;349;394;0;2666;435;0;594;0;2769;481
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;1;69.2417;92.0989;98.2895;1067;1032;953;896;765;680;487;428;323;231;131;106;81;80;78;78;78;78;77;193.015;180;24.1553;27.4391;3;3;1;0;0;0;349;0;136;60;107;2870;671;325;36;41;2922;520;291;32;0;2911;610;0;205;0;2962;677
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;2;57.1407;86.4891;89.1938;1065;987;918;879;811;685;520;491;368;273;222;54;2;0;0;0;0;0;0;183.305;195;21.6816;24.6355;1;1;1;0;0;0;0;0;6;2;0;3795;41;1;0;0;3842;1;0;0;0;3844;0;0;0;0;3844;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;3;66.1137;97.2016;84.1532;1025;986;840;787;709;523;471;377;288;207;200;181;113;108;100;98;81;34;0;154.919;180;30.762;39.6926;4;4;3;0;0;0;0;0;2;0;0;3777;65;54;0;0;3782;8;44;0;0;3791;9;0;85;0;3712;47
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;4;72.268;103.66;86.5419;902;748;655;621;551;509;423;329;279;235;154;150;134;131;92;75;0;0;0;148.109;168;29.2701;35.3908;2;2;1;0;0;0;0;0;21;297;0;2354;1172;55;276;0;2346;1167;71;305;0;2341;1127;0;1050;0;2070;724
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;5;85.9394;102.85;108.048;863;745;618;565;399;321;270;182;181;169;163;159;158;141;112;107;107;75;75;192.391;240;45.1497;64.7303;1;1;1;0;0;0;24;0;427;939;40;1185;1253;430;1095;300;939;1080;726;1399;41;897;781;0;2433;0;734;677
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;6;59.3915;87.9214;90.1514;1036;1010;925;810;686;607;465;320;182;110;86;85;82;66;48;48;48;28;0;183.559;195;21.9558;24.6718;5;2;2;0;0;0;9;0;155;4;18;3547;120;286;0;25;3481;52;297;0;0;3485;62;31;240;0;3481;92
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;7;63.7024;93.2781;89.7586;1028;951;819;753;666;534;436;305;184;139;127;126;86;81;41;40;24;24;24;172.778;180;26.0854;27.0669;2;1;1;0;0;0;0;0;58;2;1;3546;237;79;0;0;3624;141;31;0;0;3691;122;0;11;0;3773;60
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;8;63.7396;91.3306;90.0911;1017;974;913;830;739;593;407;296;179;117;93;82;68;52;11;11;11;11;0;177.675;193;25.111;29.4189;2;1;1;0;0;0;0;0;104;8;16;3633;83;209;24;0;3604;7;176;29;0;3626;13;14;173;0;3526;131
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;9;60.8122;87.0965;89.1652;1042;993;882;760;683;534;439;272;214;181;156;109;64;34;0;0;0;0;0;182.93;195;24.7598;27.5459;0;0;0;0;0;0;389;0;20;11;0;3678;135;27;0;0;3685;132;0;0;0;3696;148;0;91;0;3751;2
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;10;61.655;86.3153;93.8793;990;928;760;647;541;303;145;72;0;0;0;0;0;0;0;0;0;0;0;189.215;198;23.4557;25.0472;0;0;0;0;0;0;33;0;0;433;0;2945;466;0;428;0;2889;527;0;428;0;2838;578;0;209;0;2887;748
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;11;59.5094;83.949;94.1865;1021;973;891;786;638;468;259;144;75;33;0;0;0;0;0;0;0;0;0;196.811;198;16.3492;16.3924;0;0;0;0;0;0;190;0;16;33;0;3555;240;31;26;0;3588;199;0;30;0;3602;212;0;30;0;3691;123
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;12;72.5518;94.8364;101.123;1043;993;892;720;617;465;312;262;213;202;184;183;165;159;152;150;148;146;63;193.959;195;23.9856;24.0082;3;2;1;1;1;1;408;0;312;101;25;3134;272;204;64;187;3070;319;238;25;187;2979;415;218;352;92;2890;292
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;13;75.3252;100.854;98.4932;1037;998;919;880;823;725;592;551;425;336;280;253;231;211;170;155;155;154;141;178.488;180;32.8341;32.8689;3;3;2;1;1;0;168;0;341;94;108;3099;202;351;64;226;3061;142;371;0;224;3010;239;246;382;114;2783;319
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;14;63.8746;95.0031;85.4181;981;938;851;797;768;668;608;532;396;346;261;116;89;68;49;45;41;40;39;161.364;195;28.5135;44.0669;2;2;1;0;0;0;0;0;0;10;0;3805;29;11;5;0;3800;28;6;2;0;3794;42;0;45;0;3799;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;15;74.4605;98.3515;95.6733;962;854;778;661;575;519;371;335;204;194;132;121;44;0;0;0;0;0;0;178.446;240;40.3061;73.5827;0;0;0;0;0;0;0;0;0;661;0;2581;602;0;792;0;2506;546;0;830;0;2389;625;0;1285;0;2037;522
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;16;77.6428;103.634;94.9415;991;894;812;676;618;468;301;244;198;132;51;33;0;0;0;0;0;0;0;164.266;245;39.9149;89.2017;1;1;1;0;0;0;33;0;244;547;17;2136;900;415;549;73;2047;760;457;523;0;1965;899;0;1076;0;1743;1025
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;17;63.6766;95.9688;88.0663;1045;997;847;796;646;499;357;320;83;41;28;27;0;0;0;0;0;0;0;165.479;182;20.3583;26.2195;1;1;1;0;0;0;3;0;11;176;0;3406;251;56;187;0;3499;102;39;161;0;3550;94;0;287;0;3272;285
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;18;62.9089;95.3772;86.9186;1076;1029;925;810;686;490;348;285;207;129;55;42;0;0;0;0;0;0;0;164.766;178;19.564;23.6209;1;1;1;0;0;0;0;0;5;0;0;3812;27;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;19;59.2001;89.2001;89.2734;1053;989;909;869;717;592;360;237;119;79;56;54;41;40;17;0;0;0;0;179.915;195;19.0235;24.2801;0;0;0;0;0;0;103;0;0;0;0;3799;45;0;0;0;3835;9;0;0;0;3813;31;0;0;0;3843;1
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;20;59.8554;84.3598;93.4217;1081;1042;948;871;741;700;509;475;296;221;134;99;90;52;52;51;50;49;49;191.936;202;23.4976;25.5626;0;0;0;0;0;0;0;0;0;5;0;3670;169;0;0;0;3753;91;0;0;0;3827;17;0;0;0;3844;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;21;59.2214;82.9186;94.846;1061;960;830;772;675;548;386;305;220;156;104;80;73;41;40;30;18;18;18;198.55;202;13.5196;13.953;3;1;1;0;0;0;0;0;65;0;0;3639;140;151;0;0;3666;27;140;0;0;3674;30;0;56;0;3664;124
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;22;77.4514;96.2919;101.84;1044;1006;921;883;826;688;585;500;404;305;239;229;209;207;196;154;113;98;93;182.176;194;47.1013;48.34;6;6;3;2;2;1;330;0;462;125;60;2999;198;615;108;37;2921;163;588;116;26;2884;230;0;723;0;2805;316
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;23;60.8876;88.7253;91.9922;1054;1020;937;883;819;731;610;525;339;228;130;117;59;47;29;20;5;5;5;186.339;195;21.8597;23.4789;2;1;1;0;0;0;0;0;107;14;21;3648;54;139;4;40;3630;31;171;0;6;3650;17;0;4;0;3769;71
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;24;54.1831;84.7164;89.0213;1065;984;823;686;612;494;397;327;130;60;26;26;0;0;0;0;0;0;0;186.477;194;13.7563;15.6794;0;0;0;0;0;0;0;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;25;62.5127;92.8699;85.5216;1032;997;845;720;621;589;431;376;294;241;131;88;61;1;1;1;1;1;0;164.766;180;26.7597;30.793;2;2;2;0;0;0;0;0;0;0;0;3838;6;4;0;0;3840;0;0;0;0;3844;0;0;11;0;3833;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;26;73.8871;95.6847;90.9984;1024;933;855;777;732;651;486;377;296;245;155;107;96;64;24;24;21;19;19;174.12;180;46.9712;47.3379;0;0;0;0;0;0;0;0;52;407;0;2850;535;196;410;0;2823;415;40;465;0;2910;429;0;1009;0;2643;192
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;27;78.7979;98.6688;98.6969;940;868;671;583;498;457;254;150;90;67;61;13;0;0;0;0;0;0;0;186.622;240;41.9765;67.9116;0;0;0;0;0;0;26;0;6;599;0;2291;948;110;717;0;2380;637;0;827;0;2413;604;0;1724;0;1979;141
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;28;63.2549;88.6595;90.5109;1031;958;805;675;591;459;225;103;37;10;10;10;0;0;0;0;0;0;0;182.735;191;19.4872;21.0945;3;1;1;0;0;0;26;0;52;1;0;3576;215;105;0;0;3513;226;75;0;0;3481;288;0;115;0;3599;130
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;29;62.0289;88.0926;89.2903;1069;1014;950;882;787;695;498;387;273;196;137;135;70;40;38;23;23;23;0;180.355;195;18.6218;23.6916;0;0;0;0;0;0;23;0;0;0;0;3834;10;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;30;64.9217;85.4685;98.4365;1027;995;909;859;774;740;564;531;431;345;202;161;130;129;106;90;86;86;82;201.506;203;21.4901;21.542;4;2;1;2;1;1;29;0;130;10;23;3606;75;184;0;42;3588;30;207;0;0;3637;0;0;154;0;3690;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;31;80.4373;96.1769;97.7947;1058;1002;961;926;898;878;823;785;729;599;521;498;443;420;335;285;253;198;191;166.233;203;61.5997;69.1555;6;3;1;0;0;0;0;0;171;127;233;2955;358;302;173;116;3009;244;199;213;53;3100;279;3;356;0;2998;487
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;32;86.712;100.149;108.779;1074;1045;933;855;785;766;725;690;637;597;509;364;323;319;244;234;207;204;201;197.073;240;46.7796;59.0008;7;7;2;0;0;0;453;0;584;27;278;2690;265;845;62;278;2619;40;902;32;259;2610;41;361;433;496;2474;80
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;33;108.9;119.958;128.007;1016;978;938;914;866;828;742;711;651;616;553;501;471;467;451;416;385;377;349;206.355;240;49.499;53.7979;20;11;5;7;6;4;747;0;1534;19;350;1776;165;1496;5;679;1630;34;1629;0;620;1528;67;1744;522;454;984;140
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;34;124.457;135.93;139.277;990;962;902;863;802;735;640;568;555;495;460;432;416;412;393;382;378;375;364;199.229;240;55.6317;61.5742;19;9;5;3;2;1;492;0;1462;108;340;1753;181;1447;141;559;1584;113;1497;182;482;1473;210;1550;434;508;1063;289
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;35;127.431;133.051;135.3;1033;1013;985;963;919;879;852;832;794;759;735;726;705;668;656;654;645;636;609;189.658;240;80.2604;78.3772;21;12;6;3;2;1;563;0;1666;176;773;941;288;1353;285;1390;688;128;1675;335;1182;532;120;1899;686;1090;160;9
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;36;71.0484;94.0008;91.5695;983;943;822;781;682;610;531;443;354;332;265;211;141;90;61;60;60;39;37;170.027;192;36.918;42.8849;0;1;0;0;0;0;46;0;99;6;3;3586;150;145;0;40;3619;40;152;0;2;3655;35;28;276;0;3517;23
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;37;68.736;92.3764;92.9732;1048;993;898;816;763;655;579;483;385;332;198;139;84;61;38;9;9;0;0;179.228;192;25.908;28.8858;0;0;0;0;0;0;0;0;25;49;0;3621;149;0;51;0;3686;107;0;61;0;3729;54;0;274;0;3568;2
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;38;85.8801;102.084;97.3738;976;893;746;680;662;632;551;494;437;431;387;352;316;247;161;126;106;103;103;165.695;240;48.6919;88.6705;2;2;2;0;0;0;4;0;46;506;0;2045;1247;178;601;0;2043;1022;123;566;0;2099;1056;0;933;0;1404;1507
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;39;82.558;100.744;96.9813;1026;939;885;825;748;712;632;583;542;500;444;357;251;167;155;104;89;89;36;165.752;180;40.7902;43.2077;9;4;3;3;3;2;85;0;280;41;8;2531;984;415;25;61;2674;669;449;9;1;2913;472;0;422;0;3160;262
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;40;95.9035;104.546;118.635;1069;1046;1011;986;950;920;849;806;745;733;657;639;607;596;554;520;493;487;462;220.639;240;33.5026;38.2243;31;15;6;3;3;1;393;0;1061;30;130;2444;179;1740;40;173;1884;7;2095;44;74;1617;14;894;1870;79;1001;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;41;88.3858;100.721;106.021;1075;1033;987;960;890;851;740;670;600;566;472;427;355;344;329;311;298;274;262;185.372;201;60.2578;59.7243;16;6;3;0;0;0;318;0;612;101;176;2731;224;797;79;321;2563;84;779;87;304;2516;158;327;811;159;2310;237
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;42;155.334;156.843;162.425;925;905;869;857;823;782;747;740;704;701;693;674;622;619;617;608;595;567;550;191.046;240;87.8867;76.4426;29;13;5;12;7;4;337;0;2794;35;556;410;49;2372;34;1124;281;33;2476;19;1053;257;39;2819;199;644;168;14
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;43;115.743;124.97;121.209;867;669;599;554;530;474;438;428;419;409;407;391;385;376;360;332;288;285;276;153.699;120;75.8869;79.2013;11;5;2;2;1;1;84;0;1027;507;538;630;1142;814;511;764;549;1206;733;599;802;525;1185;615;559;1047;269;1354
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;44;114.06;123.124;125.81;953;918;880;861;838;782;745;725;710;702;657;635;616;601;544;501;470;396;395;178.966;240;68.9127;78.6426;21;9;5;2;1;1;165;0;1529;149;220;1229;717;1462;87;764;1028;503;1645;71;742;879;507;1516;666;690;197;775
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;45;135.488;139.321;143.209;978;956;910;881;868;855;829;818;795;783;753;708;689;627;601;576;571;552;537;175.849;240;86.1438;86.3986;26;12;6;2;2;2;540;0;1941;233;831;465;374;1832;353;1180;284;195;1724;358;1385;153;224;3212;21;611;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;46;94.0453;109.553;109.507;1030;1006;949;912;907;885;822;795;761;715;662;573;522;432;373;353;336;305;264;179.051;180;49.456;49.4651;12;8;3;0;0;0;506;0;723;41;239;2289;552;972;87;394;2214;177;1189;56;343;2123;133;1279;1285;8;1076;196
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;47;76.9802;98.2633;98.302;1046;987;905;860;764;683;551;519;396;350;224;182;125;123;53;40;28;28;27;176.534;180;20.9183;21.2035;0;0;0;0;0;0;0;0;12;26;0;2913;893;8;17;0;3201;618;8;8;0;3295;533;0;1321;0;2205;318
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;48;92.2976;109.656;99.8244;990;926;847;785;577;490;316;295;230;193;136;127;65;55;50;41;14;11;0;144.94;180;33.2672;48.3346;0;0;0;0;0;0;0;0;66;2;0;1159;2617;48;0;0;1150;2646;10;0;0;1087;2747;0;348;0;560;2936
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;49;83.8163;100.08;100.148;997;921;839;803;740;693;623;590;505;404;299;191;169;168;150;147;131;131;125;176.937;197;44.0902;48.3428;3;2;2;1;1;1;23;0;172;235;3;2532;902;383;292;0;2563;606;228;185;0;2613;818;0;388;0;2239;1217
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;50;90.3902;101.428;113.939;1091;1042;988;950;919;887;840;809;727;715;700;689;679;646;586;534;459;425;391;210.151;240;38.4236;47.4449;33;14;6;2;1;1;273;0;744;14;122;2698;266;1310;13;166;2355;0;1436;25;102;2281;0;543;1886;62;1352;1
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;51;89.7393;104.133;109.209;970;948;906;865;812;789;712;686;586;558;503;479;430;413;398;373;357;356;305;191.142;240;41.6999;63.3901;12;6;3;2;2;2;485;0;661;37;227;2566;353;965;56;289;2418;116;1161;21;205;2410;47;120;1803;91;1830;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;52;135.256;141.393;145.997;1067;1056;1004;968;928;898;843;817;776;761;728;719;686;678;640;618;610;607;596;188.221;240;77.7845;72.8579;31;14;5;11;9;4;216;0;2009;19;569;1122;125;1939;10;990;901;4;2139;12;889;800;4;1936;479;1077;290;62
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;53;99.1488;111.875;117.414;849;773;730;692;665;614;497;459;376;366;273;268;264;261;257;257;257;256;232;174.584;173;66.1131;66.1298;9;6;2;0;0;0;53;0;342;268;882;2080;272;493;369;896;1910;176;561;612;601;1805;265;595;861;364;1436;588
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;54;94.6327;109.357;114.797;974;914;851;814;749;688;633;594;468;432;419;412;407;384;350;297;294;294;285;189.136;180;48.7623;49.7959;13;5;2;1;1;1;74;0;856;79;236;2268;405;1033;66;123;2267;355;1046;44;174;2191;389;941;677;0;1764;462
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;55;147.774;145.677;147.64;959;905;840;814;769;736;705;681;612;611;597;571;541;522;510;468;464;382;348;153.959;240;107.13;101.568;28;13;5;5;2;1;429;0;1466;701;1143;144;390;1620;1118;933;37;136;1370;1369;963;0;142;2354;0;1490;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;56;134.481;137.62;147.529;993;953;914;901;873;861;850;835;822;808;757;739;728;725;703;684;678;597;592;217.496;240;52.3355;50.5422;40;20;8;0;0;0;942;0;2128;326;909;373;108;1619;255;1665;271;34;1531;386;1701;197;29;2480;329;1035;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;57;108.725;119.688;116.224;936;895;766;713;639;608;571;526;458;451;422;357;354;350;325;258;245;223;222;156.228;180;71.3534;75.538;5;2;2;0;0;0;389;0;542;229;627;1389;1057;771;316;427;1495;835;753;288;442;1562;799;822;589;484;955;994
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;58;84.5983;103.614;99.5562;1059;977;877;788;680;558;449;411;309;272;183;134;129;83;53;36;34;32;26;165.716;180;24.187;28.0911;0;0;0;0;0;0;0;0;39;108;0;2056;1641;17;108;0;2136;1583;20;51;0;2061;1712;0;510;0;1134;2200
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;59;82.9675;103.922;95.2055;960;890;806;730;632;563;457;444;370;351;304;257;187;127;125;124;57;25;0;152.204;120;35.0639;47.6117;0;0;0;0;0;0;0;0;213;0;0;2215;1416;110;0;0;2369;1365;118;0;0;2360;1366;0;310;0;1747;1787
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;60;95.5156;106.85;117.45;1007;985;931;901;877;850;813;789;753;665;561;532;524;505;468;451;421;370;363;204.666;240;38.4075;51.232;29;15;5;2;2;2;883;0;1030;13;257;2295;249;1353;0;537;1949;5;1611;0;362;1871;0;644;1915;196;1083;6
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;61;99.8613;108.76;117.728;1070;1042;999;983;958;937;861;830;805;779;738;712;658;644;624;545;534;529;508;208.032;240;40.8745;50.6188;29;14;5;2;2;1;658;0;1341;8;163;2121;211;1569;0;498;1763;14;1909;0;427;1508;0;681;1442;721;1000;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;62;106.878;116.662;122.944;1059;1026;988;967;955;906;888;866;807;797;777;768;760;754;670;649;645;544;502;195.719;240;55.2558;65.1689;31;15;7;7;5;3;258;0;1549;12;228;1913;142;1306;1;696;1822;19;1551;0;522;1771;0;1316;556;882;1090;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;63;82.8634;98.5838;104.639;1057;1036;985;936;884;816;682;653;594;544;469;455;344;291;211;197;187;185;183;191.806;205;44.3721;45.7448;15;6;2;2;2;1;117;0;595;12;88;2990;159;640;43;238;2881;42;778;40;145;2849;32;366;682;346;2394;56
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;64;120.57;130.505;136.599;1043;988;965;922;881;826;781;737;688;629;564;545;520;489;457;442;428;409;389;188.31;240;67.0175;68.9665;24;10;4;8;4;3;175;0;1306;36;835;1507;160;1724;68;663;1313;76;1656;101;814;1201;72;1922;442;695;639;146
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;65;146.138;149.043;153.63;1026;993;954;939;899;844;828;815;802;784;767;760;743;717;706;672;636;595;566;189.017;240;79.3561;79.0792;42;19;5;13;7;4;39;0;2589;28;585;379;263;2723;95;854;111;61;2764;144;859;51;26;2890;3;951;0;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;66;96.9402;111.365;103.124;920;870;791;757;711;606;533;502;470;431;372;361;318;261;228;208;165;131;130;139.188;120;54.8129;57.5476;5;2;1;0;0;0;0;0;463;93;281;1701;1306;569;153;285;1665;1172;512;195;274;1551;1312;457;979;307;635;1466
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;67;146.629;148.009;145.999;930;864;807;752;705;653;542;528;461;444;430;424;419;415;394;391;292;279;245;177.23;300;108.59;97.5617;9;6;5;0;0;0;489;0;641;208;2091;288;616;962;350;1862;194;476;802;470;1901;151;520;509;333;2548;0;454
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;68;93.6475;107.795;104.069;908;823;513;453;347;272;269;216;210;206;175;151;146;146;146;138;138;136;116;148.939;180;45.5868;55.165;2;1;1;0;0;0;0;0;545;307;147;1484;1361;544;366;36;1466;1432;279;341;5;1347;1872;3;207;0;829;2805
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;69;72.9011;94.4368;92.3626;1025;972;914;868;761;634;563;507;417;334;206;170;126;122;86;72;59;59;39;169.394;180;31.4391;33.1804;0;0;0;0;0;0;0;0;109;24;1;3066;644;90;0;0;3116;638;83;0;0;3179;582;0;58;0;3222;564
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;70;71.6561;87.7856;104.862;1071;1049;1014;979;950;910;865;843;782;701;664;621;541;509;343;327;256;227;210;209.753;211;20.1752;20.2138;25;12;4;5;5;4;510;0;575;0;19;3235;15;490;0;13;3341;0;414;0;0;3430;0;114;116;82;3532;0
C:\Users\sbrei\Downloads\test_software_urbindex\urb_ind_breitb_20201002_funkyformat\1\01.bmp;71;94.7583;105.735;116.016;1084;1050;1020;994;961;956;890;852;819;802;738;717;691;660;640;635;577;566;549;209.595;240;39.3977;49.0154;35;16;6;6;6;4;603;0;1382;0;49;2336;77;1548;0;185;2111;0;1802;0;125;1917;0;595;1128;1075;1046;0
