"","Year","Pop_ID.x","Patch_ID","Plant_Num","Average_pod_length","Pollinia_removed","Inflor","Flower","Notes_PodCollecting","Average_Pollinia","Height_July","Pop_Age_Stage","Date_Found","Date_Found_365","Ramets","Surveyor","Notes","Latitude","Longitude","Area_sq_m_2018","Plants_present_2018","City_dist.x","Transect_ID","Date","Height_Sept","Viable_Pods","Aborted_Pods","Total_Pods","Peduncles","Collected_pod_length","OPodL1","OPodL2","OPodL3","OPodL4","OPodL5","OPodL6","OPodL7","OPodL8","OPodL9","OPodL10","OPodL11","OPodL12","OPodL13","OPodL14","OPodL15","OPodL16","OPodL17","OPodL18","OPodL19","OPodL20","Collected_pod_width","Collected_pod_seed_number","Collected_pod_seed_weight","X","buildings_cells","vegetation_cells","roads_cells","buildings_labels","veg_labels","Urb_score","Pop_ID.y","City_dist.y","Transect"
"11",2019,"AS003","MW003","1",8.8,1,"1",1,"All measurements taken from AS003.",1.11111111111111,125,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.565106,-79.671002,3,18,25.4917782859607,"South","9/24/2019",111,2,1,2,11,11,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.039,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"12",2019,"AS003","MW003","2",8.6,1,"1",1,"All measurements taken from AS003.",1.11111111111111,124,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.565106,-79.671002,3,18,25.4917782859607,"South","9/24/2019",86,2,1,2,11,9,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.684,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"13",2019,"AS003","MW003","3",10.5,3,"1",1,"All measurements taken from AS003.",1.55555555555556,121,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.565106,-79.671002,3,18,25.4917782859607,"South","9/24/2019",149,3,4,5,11,11.2,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"14",2019,"AS003","MW003","4",9.73333333333333,2,"1",1,"All measurements taken from AS003.",0.888888888888889,143,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.565106,-79.671002,3,18,25.4917782859607,"South","9/24/2019",172,4,1,4,9,9.6,10,10,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.805,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"15",2019,"AS003","MW003","5",9.8,3,"1",1,"All measurements taken from AS003.",0.888888888888889,156,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.565106,-79.671002,3,18,25.4917782859607,"South","9/24/2019",167,4,2,5,11,10.6,10,10,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.289,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"16",2019,"AS004","MW003","1",NA,NA,"1",1,"All measurements taken from AS003.",NA,NA,NA,NA,NA,NA,"Vanessa","Checked these as well but none were flowering.",43.562538,-79.674057,25,26,25.832489385991,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"17",2019,"AS004","MW003","2",NA,NA,"1",1,"All measurements taken from AS003.",NA,NA,NA,NA,NA,NA,"Vanessa","Checked these as well but none were flowering.",43.562538,-79.674057,25,26,25.832489385991,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"18",2019,"AS004","MW003","3",NA,NA,"1",1,"All measurements taken from AS003.",NA,NA,NA,NA,NA,NA,"Vanessa","Checked these as well but none were flowering.",43.562538,-79.674057,25,26,25.832489385991,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"19",2019,"AS004","MW003","4",NA,NA,"1",1,"All measurements taken from AS003.",NA,NA,NA,NA,NA,NA,"Vanessa","Checked these as well but none were flowering.",43.562538,-79.674057,25,26,25.832489385991,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"20",2019,"AS004","MW003","5",NA,NA,"1",1,"All measurements taken from AS003.",NA,NA,NA,NA,NA,NA,"Vanessa","Checked these as well but none were flowering.",43.562538,-79.674057,25,26,25.832489385991,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36,59,52.5,0.945,1.585,-0.5488855,"AS003",25.66213384,"South"
"21",2019,"AS005","MW004","1",9,NA,"1",1,"All measurements taken from AS007 & AS008. Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.567334,-79.686386,20,18,26.5396859866781,"South","9/24/2019",117,2,1,2,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.993,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"22",2019,"AS005","MW004","2",8.6,NA,"1",1,"All measurements taken from AS007 & AS008. Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.567334,-79.686386,20,18,26.5396859866781,"South","9/24/2019",112,4,1,4,10,11.2,10.6,7.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.827,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"23",2019,"AS005","MW004","3",8.8,NA,"1",1,"All measurements taken from AS007 & AS008. Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.567334,-79.686386,20,18,26.5396859866781,"South","9/24/2019",120,5,1,5,11,10,6.2,9.4,9.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.703,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"24",2019,"AS005","MW004","4",10,NA,"1",1,"All measurements taken from AS007 & AS008. Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.567334,-79.686386,20,18,26.5396859866781,"South","9/24/2019",103,3,1,3,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.403,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"25",2019,"AS005","MW004","5",6.93333333333333,NA,"1",1,"All measurements taken from AS007 & AS008. Plants >3 m apart.",NA,NA,NA,NA,NA,NA,NA,NA,43.567334,-79.686386,20,18,26.5396859866781,"South","9/24/2019",103,4,1,4,7,6.6,7,7,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.034,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"26",2019,"AS006","MW004","1",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.569004,-79.684245,1,17,26.3101107386329,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"27",2019,"AS006","MW004","2",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.569004,-79.684245,1,17,26.3101107386329,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"28",2019,"AS007","MW004","1",NA,2,"1",1,"All measurements taken from AS007 & AS008.",0.888888888888889,116,"Early-Middle","7/12/2019","193",1,"Vanessa","Dispersed along the field near construction site. Large patch in one area",43.566504,-79.680149,400,2,26.1094018917758,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"29",2019,"AS007","MW004","2",NA,2,"1",1,"All measurements taken from AS007 & AS008.",1.66666666666667,90,"Early-Middle","7/12/2019","193",1,"Vanessa","Dispersed along the field near construction site. Large patch in one area",43.566504,-79.680149,400,2,26.1094018917758,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"30",2019,"AS007","MW004","3",NA,2,"1",1,"All measurements taken from AS007 & AS008.",1,63,"Early-Middle","7/12/2019","193",1,"Vanessa","Dispersed along the field near construction site. Large patch in one area",43.566504,-79.680149,400,2,26.1094018917758,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"31",2019,"AS007","MW004","4",NA,1,"1",1,"All measurements taken from AS007 & AS008.",0.333333333333333,60,"Early-Middle","7/12/2019","193",1,"Vanessa","Dispersed along the field near construction site. Large patch in one area",43.566504,-79.680149,400,2,26.1094018917758,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"32",2019,"AS007","MW004","5",NA,3,"1",1,"All measurements taken from AS007 & AS008.",0.777777777777778,115,"Early-Middle","7/12/2019","193",1,"Vanessa","Dispersed along the field near construction site. Large patch in one area",43.566504,-79.680149,400,2,26.1094018917758,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"33",2019,"AS008","MW004","1",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.566922,-79.679797,20,22,26.0653164169238,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"34",2019,"AS008","MW004","2",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.566922,-79.679797,20,22,26.0653164169238,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"35",2019,"AS008","MW004","3",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.566922,-79.679797,20,22,26.0653164169238,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"36",2019,"AS008","MW004","4",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.566922,-79.679797,20,22,26.0653164169238,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"37",2019,"AS008","MW004","5",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.566922,-79.679797,20,22,26.0653164169238,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"38",2019,"AS009","MW004","1",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.563919,-79.682622,15,35,26.404891091306,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"39",2019,"AS009","MW004","2",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.563919,-79.682622,15,35,26.404891091306,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"40",2019,"AS009","MW004","3",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.563919,-79.682622,15,35,26.404891091306,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"41",2019,"AS009","MW004","4",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.563919,-79.682622,15,35,26.404891091306,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"42",2019,"AS009","MW004","5",NA,NA,"1",1,"All measurements taken from AS007 & AS008.",NA,NA,NA,NA,NA,NA,NA,NA,43.563919,-79.682622,15,35,26.404891091306,"South","9/24/2019",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,62.6,49,0.84,1.624,-0.9282644,"AS005",26.285881226,"South"
"43",2019,"AS024","MW011","1",10.84,0,"1",1,"Plants >3m apart",0.888888888888889,106,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",116,6,1,6,10,11,11,11,11.4,11.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.751,NA,NA,11,69,15,81,1.63,1.11,2.10156,"AS024",22.04480992,"South"
"44",2019,"AS024","MW011","2",9,2,"1",1,"Plants >3m apart",1.44444444444444,80,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",112,3,1,3,11,8.2,8.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.658,NA,NA,11,69,15,81,1.63,1.11,2.10156,"AS024",22.04480992,"South"
"45",2019,"AS024","MW011","3",9.93333333333333,1,"1",1,"Plants >3m apart",1.88888888888889,95,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",156,4,1,4,13,9.4,9,11,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.464,NA,NA,11,69,15,81,1.63,1.11,2.10156,"AS024",22.04480992,"South"
"46",2019,"AS024","MW011","4",11.3,2,"1",1,"Plants >3m apart",1.88888888888889,119,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",164,3,1,3,14,11.8,10.8,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.785,NA,NA,11,69,15,81,1.63,1.11,2.10156,"AS024",22.04480992,"South"
"47",2019,"AS024","MW011","5",10.15,0,"1",1,"Plants >3m apart",1.66666666666667,108,"Early-Late","7/12/2019","193",1,"Vanessa",NA,43.589594,-79.638468,1000,3,22.044809923962,"South","9/24/2019",175,5,1,5,12,10.6,9,10,10.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.712,NA,NA,11,69,15,81,1.63,1.11,2.10156,"AS024",22.04480992,"South"
"48",2019,"AS025","MW012","1",7.8,1,"1",1,"Plants >3m apart",0.888888888888889,121.5,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",95,5,1,5,9,7,7.4,8,8.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.253,NA,NA,12,51,45,65,1.18,1.45,0.4053,"AS025",25.26811188,"South"
"49",2019,"AS025","MW012","2",6.06666666666667,1,"1",1,"Plants >3m apart",0.333333333333333,139.8,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",97,4,1,4,9,7,5.6,6.4,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.312,NA,NA,12,51,45,65,1.18,1.45,0.4053,"AS025",25.26811188,"South"
"50",2019,"AS025","MW012","3",8.85714285714286,0,"1",1,"Plants >3m apart",0.222222222222222,117,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",124,8,1,8,11,9,8.6,8.6,9,9,8.6,8.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.639,NA,NA,12,51,45,65,1.18,1.45,0.4053,"AS025",25.26811188,"South"
"51",2019,"AS025","MW012","4",9.3,1,"1",1,"Plants >3m apart",1.33333333333333,96.5,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",117,3,1,3,9,10,9.4,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.503,NA,NA,12,51,45,65,1.18,1.45,0.4053,"AS025",25.26811188,"South"
"52",2019,"AS025","MW012","5",8.72,3,"1",1,"Plants >3m apart",1.33333333333333,124.5,"Early-Middle","7/7/2019","188",1,"Vanessa","Many of plants flowering, some inflorescences were quite old",43.534585,-79.645432,20,10,25.2681118797278,"South","9/26/2019",153,5,1,5,10,8.2,8.6,9,10,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.506,NA,NA,12,51,45,65,1.18,1.45,0.4053,"AS025",25.26811188,"South"
"53",2019,"AS026","MW013","1",8,NA,"1",1,"Plants <3 m apart",NA,NA,NA,NA,NA,NA,"Vanessa","Checked the patch where tower is and it was very heavily mowed, only 2 plants remained.",43.615384,-79.570454,6,10,15.9369812417788,"South","9/19/2019",85,2,1,2,2,8.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.373,NA,NA,13,73,16,82,1.66,1.16,2.12016,"AS026",15.93698124,"South"
"54",2019,"AS026","MW013","2",9.12,NA,"1",1,"Plants <3 m apart",NA,NA,NA,NA,NA,NA,"Vanessa","Checked the patch where tower is and it was very heavily mowed, only 2 plants remained.",43.615384,-79.570454,6,10,15.9369812417788,"South","9/19/2019",114,6,1,6,10,9.4,8,9.6,9.2,9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.349,NA,NA,13,73,16,82,1.66,1.16,2.12016,"AS026",15.93698124,"South"
