Pop_ID,Patch_ID,Plant_Num,Pollinia_1_1,Pollinia_1_2,Pollinia_1_3,Pollinia_2_1,Pollinia_2_2,Pollinia_2_3,Pollinia_3_1,Pollinia_3_2,Pollinia_3_3,Average_Pollinia,Area_sq_m,Plants_present,Weevil_attack_Eggs,NLCD,Notes,Pop_Age_Stage,Pods_Seen,Date_Found,Date_Found_365,Latitude,Longitude,Transect_ID,Dist_city_center_km_Yonge_Bloor,Date_Revisited,Date_Revisited_365,Height_cm,Pods,Peduncles,Leaf_coll,Leaf_coll_binary,Seeds_coll,Seeds_coll_binary,Notes
AS017,MW007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,N,"Open Water
Deciduous Forest
Developed, Open Space",Lowville Park. Much herbivory observed.,NA,NA,7/10/2018,191,43.434493,-79.904435,North,30.37,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS017,MW007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,N,"Open Water
Deciduous Forest
Developed, Open Space",Lowville Park. Much herbivory observed.,NA,NA,7/10/2018,191,43.434493,-79.904435,North,30.37,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS018,MW007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Lowville Park,NA,NA,7/10/2018,191,43.434819,-79.902274,North,30.27,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS018,MW007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Lowville Park,NA,NA,7/10/2018,191,43.434819,-79.902274,North,30.27,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS018,MW007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Lowville Park,NA,NA,7/10/2018,191,43.434819,-79.902274,North,30.27,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,1,0,1,1,1,3,2,1,4,1,1.56,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,NA,NA,7/10/2018,191,43.434125,-79.903894,North,30.36,9/13/2018,256,99,5,4,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,2,1,0,1,NA,NA,NA,NA,NA,NA,0.67,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,NA,NA,7/10/2018,191,43.434125,-79.903894,North,30.36,9/13/2018,256,136,11,5,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,3,2,0,2,2,2,4,2,4,2,2.22,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,NA,NA,7/10/2018,191,43.434125,-79.903894,North,30.36,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,4,3,0,1,0,1,2,1,0,4,1.33,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,NA,NA,7/10/2018,191,43.434125,-79.903894,North,30.36,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS019,MW007,5,1,2,0,3,2,3,NA,NA,NA,1.83,36,50,N,"Open Water
Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",,NA,NA,7/10/2018,191,43.434125,-79.903894,North,30.36,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,1,0,1,2,1,5,1,3,0,3,1.78,900,300,N,"Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,NA,NA,7/10/2018,191,43.433302,-79.902403,North,30.32,9/13/2018,256,74,5,2,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,2,0,0,0,0,1,1,5,4,0,1.22,900,300,"Y, eggs","Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,NA,NA,7/10/2018,191,43.433302,-79.902403,North,30.32,9/13/2018,256,141,10,6,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,3,3,1,4,0,2,3,NA,NA,NA,2.17,900,300,N,"Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,NA,NA,7/10/2018,191,43.433302,-79.902403,North,30.32,9/13/2018,256,139,8,3,yes,1,yes,1,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,4,4,5,5,1,1,1,4,4,NA,3.13,900,300,N,"Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,NA,NA,7/10/2018,191,43.433302,-79.902403,North,30.32,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS020,MW007,5,2,2,3,0,2,3,3,4,4,2.56,900,300,N,"Deciduous Forest
Developed, Open Space
Grassland/Herbaceous",Large sloping field at Lowville Park,NA,NA,7/10/2018,191,43.433302,-79.902403,North,30.32,9/13/2018,256,NA,NA,NA,NA,1,NA,0,"For MW007, collected 2 plants from AS019 and 3 from AS020. Plants at AS017 and AS018 had no pods."
AS021,MW008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,NA,NA,7/10/2018,191,43.457451,-79.866815,North,27.94,9/13/2018,256,126,4,3,yes,1,yes,1,Plants less than 3 m apart
AS021,MW008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,NA,NA,7/10/2018,191,43.457451,-79.866815,North,27.94,9/13/2018,256,115,3,3,yes,1,yes,1,Plants less than 3 m apart
AS021,MW008,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,NA,NA,7/10/2018,191,43.457451,-79.866815,North,27.94,9/13/2018,256,109,1,1,yes,1,yes,1,Plants less than 3 m apart
AS021,MW008,4,0,1,1,2,5,3,3,3,3,2.33,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,NA,NA,7/10/2018,191,43.457451,-79.866815,North,27.94,9/13/2018,256,95,0,0,yes,1,no,0,Plants less than 3 m apart
AS021,MW008,5,0,1,1,0,0,0,1,0,0,0.33,21,25,N,"Open Water
Cropland
Developed, Low Intensity",Population next to stop sign,NA,NA,7/10/2018,191,43.457451,-79.866815,North,27.94,9/13/2018,256,73,0,0,yes,1,no,0,Plants less than 3 m apart
AS022,MW009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,NA,NA,7/10/2018,191,43.516263,-79.77922,North,22.16,9/14/2018,257,109,5,3,yes,1,yes,1,
AS022,MW009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,NA,NA,7/10/2018,191,43.516263,-79.77922,North,22.16,9/14/2018,257,83,2,3,yes,1,yes,1,
AS022,MW009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,NA,NA,7/10/2018,191,43.516263,-79.77922,North,22.16,9/14/2018,257,30,0,0,yes,1,no,0,
AS022,MW009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,NA,NA,7/10/2018,191,43.516263,-79.77922,North,22.16,9/14/2018,257,47,0,0,yes,1,no,0,
AS022,MW009,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25,NA,"Cropland
Developed, Low Intensity",POPULATION NOT SAMPLED. Location too steep to access safetly.,NA,NA,7/10/2018,191,43.516263,-79.77922,North,22.16,9/14/2018,257,63,0,0,yes,1,no,0,
AS023,MW010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,N,"Cropland
Grassland/Herbaceous
Developed, Low Intensity",,NA,NA,7/13/2018,194,43.525816,-79.791571,North,22.44,9/13/2018,256,35,0,0,yes,1,no,0,
AS023,MW010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,N,"Cropland
Grassland/Herbaceous
Developed, Low Intensity",,NA,NA,7/13/2018,194,43.525816,-79.791571,North,22.44,9/13/2018,256,42,0,0,yes,1,no,0,
AS024,MW011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,7,7/12/2018,193,43.589594,-79.638468,South,13.68,9/19/2018,262,124,4,4,yes,1,yes,1,plants >3 m apart
AS024,MW011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,0,7/12/2018,193,43.589594,-79.638468,South,13.68,9/19/2018,262,123,2,6,yes,1,yes,1,plants >3 m apart
AS024,MW011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,7,7/12/2018,193,43.589594,-79.638468,South,13.68,9/19/2018,262,155,6,9,yes,1,yes,1,plants >3 m apart
AS024,MW011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,0,7/12/2018,193,43.589594,-79.638468,South,13.68,9/19/2018,262,137,4,7,yes,1,yes,1,plants >3 m apart
AS024,MW011,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,100,N,"Scrub/Shrub
Developed, High Intensity",Kariya Park,Late,0,7/12/2018,193,43.589594,-79.638468,South,13.68,9/19/2018,262,127,4,5,yes,1,yes,1,plants >3 m apart
AS025,MW012,1,0,1,1,3,0,2,NA,NA,NA,1.17,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,0,7/12/2018,193,43.534585,-79.645432,South,15.68,9/16/2018,259,130,9,5,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS025,MW012,2,1,2,1,0,0,5,NA,NA,NA,1.5,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,4,7/12/2018,193,43.534585,-79.645432,South,15.68,9/16/2018,259,84,1,2,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS025,MW012,3,3,3,3,2,2,3,1,1,3,2.33,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,0,7/12/2018,193,43.534585,-79.645432,South,15.68,9/16/2018,259,137,12,5,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS025,MW012,4,1,3,3,3,0,3,NA,NA,NA,2.17,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,0,7/12/2018,193,43.534585,-79.645432,South,15.68,9/16/2018,259,97,5,4,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS025,MW012,5,1,3,3,1,2,3,NA,NA,NA,2.17,20,15,N,"Scrub/Shrub
Deciduous Forest
Developed, Medium Intensity",Springbank Park,Mid-Late,0,7/12/2018,193,43.534585,-79.645432,South,15.68,9/16/2018,259,134,10,3,yes,1,yes,1,"Plants 4&5 <3 m apart; 1,2,3 >3 m apart."
AS026,MW013,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,N,"Developed, Medium Intensity",Garden outside Stan Design. Not planted; colonized naturally- spoke to worker.,Late,8,7/12/2018,193,43.615384,-79.570454,South,9.89,9/10/2018,253,128,12,4,yes (pod collected; no leaves left),1,yes,1,Dense patch. <3m between plants
AS026,MW013,2,1,0,1,3,0,3,NA,NA,NA,1.33,6,15,N,"Developed, Medium Intensity",Garden outside Stan Design. Not planted; colonized naturally- spoke to worker.,Late,13,7/12/2018,193,43.615384,-79.570454,South,9.89,9/10/2018,253,79,6,4,yes,1,yes,1,Dense patch. <3m between plants
AS026,MW013,3,3,3,5,0,0,4,4,1,3,2.56,6,15,N,"Developed, Medium Intensity",Garden outside Stan Design. Not planted; colonized naturally- spoke to worker.,Late,0,7/12/2018,193,43.615384,-79.570454,South,9.89,9/10/2018,253,91,3,2,yes,1,yes,1,Dense patch. <3m between plants
AS026,MW013,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,N,"Developed, Medium Intensity",Garden outside Stan Design. Not planted; colonized naturally- spoke to worker.,Late,2,7/12/2018,193,43.615384,-79.570454,South,9.89,9/10/2018,253,115,11,7,yes,1,yes,1,Dense patch. <3m between plants
AS026,MW013,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,N,"Developed, Medium Intensity",Garden outside Stan Design. Not planted; colonized naturally- spoke to worker.,Late,0,7/12/2018,193,43.615384,-79.570454,South,9.89,9/10/2018,253,107,8,4,yes,1,yes,1,Dense patch. <3m between plants
AS027,MW014,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,0,7/12/2018,193,43.648581,-79.521463,South,7.05,9/10/2018,253,85,1,1,yes,1,yes,1,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS027,MW014,2,1,1,0,NA,NA,NA,NA,NA,NA,0.67,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,13,7/12/2018,193,43.648581,-79.521463,South,7.05,9/10/2018,253,82,1,2,yes,1,yes,1,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS027,MW014,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,0,7/12/2018,193,43.648581,-79.521463,South,7.05,9/10/2018,253,91,5,3,yes,1,no- immature seeds,0,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS027,MW014,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,3,7/12/2018,193,43.648581,-79.521463,South,7.05,9/10/2018,253,82,2,4,yes,1,yes,1,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS027,MW014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,50,N,"Scrub/Shrub
Developed, Open Space
Developed, Medium Intensity","Right of Way at Tom Riley Park. Young plants, probably mowed within a year.",Late,0,7/12/2018,193,43.648581,-79.521463,South,7.05,9/10/2018,253,79,1,4,yes,1,yes,1,"Sixth plant surveyed because plant #3 had immature seeds. Plant #6 data: height=48cm, pods=3, peduncles=3, leaf/seeds collected. ROW mowed; only fraction of original population left though new young plants present. >5m btwn surveyed plants."
AS028,MW015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,6,7/12/2018,193,43.661177,-79.500382,South,5.98,9/10/2018,253,114,5,2,yes,1,yes,1,Dense patch. <3m between plants
AS028,MW015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,2,7/12/2018,193,43.661177,-79.500382,South,5.98,9/10/2018,253,78,5,2,yes,1,yes,1,Dense patch. <3m between plants
AS028,MW015,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,0,7/12/2018,193,43.661177,-79.500382,South,5.98,9/10/2018,253,123,2,1,yes,1,yes,1,Dense patch. <3m between plants
AS028,MW015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,2,7/12/2018,193,43.661177,-79.500382,South,5.98,9/10/2018,253,137,7,3,yes,1,yes,1,Dense patch. <3m between plants
AS028,MW015,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,25,N,"Developed, Medium Intensity
Developed, Open Space",Etienne Brule Park. Planted 2 years ago- spoke to community member.,Late,2,7/12/2018,193,43.661177,-79.500382,South,5.98,9/10/2018,253,123,1,2,yes,1,yes,1,Dense patch. <3m between plants
AS029,MW016,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,0,7/12/2018,193,43.711948,-79.535894,North,8.65,9/12/2018,255,88,2,1,yes,1,yes,1,Original sampled plants mown; crossed ramp and sampled from there!
AS029,MW016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,4,7/12/2018,193,43.711948,-79.535894,North,8.65,9/12/2018,255,72,1,1,yes,1,yes,1,Original sampled plants mown; crossed ramp and sampled from there!
AS029,MW016,3,3,0,0,0,2,0,3,0,5,1.44,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,0,7/12/2018,193,43.711948,-79.535894,North,8.65,9/12/2018,255,129,0,6,yes,1,no,0,Original sampled plants mown; crossed ramp and sampled from there!
AS029,MW016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,3,7/12/2018,193,43.711948,-79.535894,North,8.65,9/12/2018,255,88,0,4,yes,1,no,0,Original sampled plants mown; crossed ramp and sampled from there!
AS029,MW016,5,1,0,4,4,3,0,1,0,1,1.56,100,15,N,"Grassland/Herbaceous
Developed, High Intensity",Patch next to highway turn-off lane,Early-Late,0,7/12/2018,193,43.711948,-79.535894,North,8.65,9/12/2018,255,97,4,2,yes,1,yes,1,Original sampled plants mown; crossed ramp and sampled from there!
AS030,MW017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,16,7/13/2018,194,43.501061,-79.844567,North,25.57,9/13/2018,256,117,7,4,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS030,MW017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,11,7/13/2018,194,43.501061,-79.844567,North,25.57,9/13/2018,256,118,5,6,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS030,MW017,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,12,7/13/2018,194,43.501061,-79.844567,North,25.57,9/13/2018,256,113,5,3,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS030,MW017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,10,7/13/2018,194,43.501061,-79.844567,North,25.57,9/13/2018,256,105,4,3,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS030,MW017,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,80,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub",Lot to be developed into church soon- can't access private property. Collected samples from milkweed along driveway at 321 Yates Dr.,Late,0,7/13/2018,194,43.501061,-79.844567,North,25.57,9/13/2018,256,120,6,4,yes,1,yes,1,collected from corner; nobody answered. Plants less than 3m apart
AS031,MW018,1,5,3,3,3,3,2,NA,NA,NA,3.17,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,0,7/13/2018,194,43.484111,-79.837702,North,25.78,9/13/2018,256,102,2,2,yes,1,yes,1,"plants 1, 2 are <3 m apart"
AS031,MW018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,8,7/13/2018,194,43.484111,-79.837702,North,25.78,9/13/2018,256,118,3,5,yes,1,yes,1,"plants 1, 2 are <3 m apart"
AS031,MW018,3,1,2,2,0,0,0,4,0,1,1.11,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,8,7/13/2018,194,43.484111,-79.837702,North,25.78,9/13/2018,256,90,4,3,yes,1,yes,1,
AS031,MW018,4,2,0,1,NA,NA,NA,NA,NA,NA,1,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,0,7/13/2018,194,43.484111,-79.837702,North,25.78,9/13/2018,256,87,2,2,yes,1,yes,1,
AS031,MW018,5,0,3,0,2,0,1,2,3,0,1.22,12,30,N,"Developed, Medium Intensity
Grassland/Herbaceous
Shrub/Scrub
Cropland",,Late,11,7/13/2018,194,43.484111,-79.837702,North,25.78,9/13/2018,256,105,2,3,yes,1,yes,1,
AS032,MW019,1,0,0,0,NA,NA,NA,NA,NA,NA,0,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,194,43.41401,-79.953028,North,33.19,9/13/2018,256,105,1,4,yes,1,yes,1,all plants < 3 m apart
AS032,MW019,2,0,1,1,5,1,5,0,3,1,1.89,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,194,43.41401,-79.953028,North,33.19,9/13/2018,256,118,2,5,yes,1,yes,1,all plants < 3 m apart
AS032,MW019,3,3,4,3,1,4,0,1,2,0,2,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,194,43.41401,-79.953028,North,33.19,9/13/2018,256,123,1,3,yes,1,yes,1,all plants < 3 m apart
AS032,MW019,4,1,0,3,4,3,0,NA,NA,NA,1.83,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,194,43.41401,-79.953028,North,33.19,9/13/2018,256,104,3,3,yes,1,yes,1,all plants < 3 m apart
AS032,MW019,5,4,3,2,1,3,3,NA,NA,NA,2.67,18,20,N,"Cropland
Pasture/Hay
Developed, Low Intensity",,Middle,0,7/13/2018,194,43.41401,-79.953028,North,33.19,9/13/2018,256,92,1,2,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,1,3,4,1,3,0,4,2,4,4,2.78,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,194,43.387612,-79.959232,North,34.41,9/13/2018,256,99,1,3,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,2,2,4,4,3,5,5,5,4,2,3.78,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,194,43.387612,-79.959232,North,34.41,9/13/2018,256,136,3,6,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,3,4,4,5,3,1,0,5,4,5,3.44,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,194,43.387612,-79.959232,North,34.41,9/13/2018,256,108,1,3,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,4,5,5,2,4,5,5,4,3,2,3.89,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,194,43.387612,-79.959232,North,34.41,9/13/2018,256,123,1,7,yes,1,yes,1,all plants < 3 m apart
AS033,MW020,5,3,5,3,3,4,3,4,1,2,3.11,2400,60,N,"Cropland
Developed, Open Space
Developed, Medium Intensity",,Middle,0,7/13/2018,194,43.387612,-79.959232,North,34.41,9/13/2018,256,144,3,5,yes,1,yes,1,all plants < 3 m apart
AS034,MW021,1,3,1,3,3,4,5,3,5,4,3.44,1500,60,Y,Cropland,,Middle,0,7/13/2018,194,43.399222,-79.930576,North,32.77,9/13/2018,256,120,3,3,yes,1,yes,1,"plants 1, 2 < 3m apart"
AS034,MW021,2,3,2,2,2,2,1,NA,NA,NA,2,1500,60,N,Cropland,,Middle,0,7/13/2018,194,43.399222,-79.930576,North,32.77,9/13/2018,256,113,4,3,yes,1,yes,1,"plants 1, 2 < 3m apart"
AS034,MW021,3,1,0,5,5,2,5,4,5,3,3.33,1500,60,N,Cropland,,Middle,0,7/13/2018,194,43.399222,-79.930576,North,32.77,9/13/2018,256,133,1,3,yes,1,yes,1,"plants 3, 4 < 3m apart"
AS034,MW021,4,1,3,1,1,3,3,2,4,3,2.33,1500,60,N,Cropland,,Middle,0,7/13/2018,194,43.399222,-79.930576,North,32.77,9/13/2018,256,86,2,3,yes,1,yes,1,"plants 3, 4 < 3m apart"
AS034,MW021,5,2,3,2,1,2,0,3,3,4,2.22,1500,60,"Y, eggs",Cropland,,Middle,0,7/13/2018,194,43.399222,-79.930576,North,32.77,9/13/2018,256,152,6,7,yes,1,yes,1,
AS035,MW022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,N,"Developed, Low Intensity
Cropland",No inflorescences; young population?,Not sure,0,7/13/2018,194,43.377146,-79.973861,North,35.42,9/13/2018,256,35,0,0,yes,1,no,0,Only 4 plants
