Year,Pop_ID,Patch_ID,Plant_Num,Latitude,Longitude,Area_sq_m_2018,Plants_present_2018,City_dist,Transect_ID,Date,Height,Viable_Pods Produced,Aborted_Pods,Peduncles,Collected_pod_length,Other_pod_lengths,Collected_pod_width,Collected_pod_seed_number,Collected_pod_seed_weight,Notes
2019,AS071,MW058,4,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,x,x,x,x,x,x,No plants present
2019,AS071,MW058,5,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,x,x,x,x,x,x,No plants present
2019,AS072,MW059,1,43.670454,-79.482484,250,36,5.17,South,9/14/2019,40,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS072,MW059,2,43.670454,-79.482484,250,36,5.17,South,9/14/2019,65,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS072,MW059,3,43.670454,-79.482484,250,36,5.17,South,9/14/2019,69,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS072,MW059,4,43.670454,-79.482484,250,36,5.17,South,9/14/2019,31,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS072,MW059,5,43.670454,-79.482484,250,36,5.17,South,9/14/2019,79,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS073,MW060,1,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,x,x,x,x,x,x,Not visiting- see notes
2019,AS073,MW060,2,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,x,x,x,x,x,x,Not visiting- see notes
2019,AS073,MW060,3,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,x,x,x,x,x,x,Not visiting- see notes
2019,AS073,MW060,4,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,x,x,x,x,x,x,Not visiting- see notes
2019,AS073,MW060,5,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,x,x,x,x,x,x,Not visiting- see notes
2019,AS074,MW061,1,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,106,6,6,5,10,"10,10.2,10.4,10.4,9.8",2.8,,,
2019,AS074,MW061,2,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,85,2,0,3,10.6,10,2.5,,,
2019,AS074,MW061,3,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,121,5,2,4,10,"9,10,10,10",3.1,,,
2019,AS074,MW061,4,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,88,3,0,2,9.4,"9,10.2",2.5,,,
2019,AS074,MW061,5,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,118,9,0,5,9.8,"8.2,9.4,9.4,8.4,8,10.6,8.4,8.4",2.8,,,
2019,AS075,MW062,1,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,159,6,0,5,9.8,"9.4,10.4,10,8,8.2",3.1,,,
2019,AS075,MW062,2,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,125,4,0,3,9.8,"10,10,8.4",2.3,,,
2019,AS075,MW062,3,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,146,9,0,3,9.6,"10,9.2,8.2,10.4,8,9,9",2.613,,,
2019,AS075,MW062,4,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,100,2,0,3,10,9,1.735,,,
2019,AS075,MW062,5,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,139,4,0,3,9.4,"9,9,9.2",2.794,,,
2019,AS076,MW063,1,43.637760,-79.635241,60,36,12.78,North,x,x,x,x,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS076,MW063,2,43.637760,-79.635241,60,36,12.78,North,x,x,x,x,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS076,MW063,3,43.637760,-79.635241,60,36,12.78,North,x,x,x,x,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS076,MW063,4,43.637760,-79.635241,60,36,12.78,North,x,x,x,x,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS076,MW063,5,43.637760,-79.635241,60,36,12.78,North,x,x,x,x,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS077,MW064,1,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,82,4,1,5,8,"7.6,6.4,7.2",2.38,,,Plants >3 m apart
2019,AS077,MW064,2,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,94,19,1,6,8,"8.4,7.6,7.6,8.6,8,8,8,8,8,8,8,8.6,9,9,8,7.2,7.6",2.613,,,Plants >3 m apart
2019,AS077,MW064,3,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,114,3,0,4,8.6,"7,9.6",2.544,,,Plants >3 m apart
2019,AS077,MW064,4,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,86,1,0,2,8.8,NA,2.496,,,Plants >3 m apart
2019,AS077,MW064,5,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,96,3,1,3,9.2,"8.8,9",missing,,,Plants >3 m apart
2019,AS078,MW065,1,43.626304,-79.673743,1,2,14.79,North,9/21/2019,11,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS078,MW065,2,43.626304,-79.673743,1,2,14.79,North,9/21/2019,31,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS078,MW065,3,43.626304,-79.673743,1,2,14.79,North,9/21/2019,22,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS078,MW065,4,43.626304,-79.673743,1,2,14.79,North,9/21/2019,21,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS078,MW065,5,43.626304,-79.673743,1,2,14.79,North,9/21/2019,14,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS079,MW066,1,43.618104,-79.701542,20000,50,16.25,North,9/21/2019,100,6,0,5,8.8,"8,8,8,8,7.6",2.728,,,"At Brunel x Hurontario intersection, across the street from the MExican restaurant. >5 plants that are >3 m apart are visible, but since they're on private property (that will be developed eventually), I sampled the 5 plants accessible from the buffer strip that are close together."
2019,AS079,MW066,2,43.618104,-79.701542,20000,50,16.25,North,9/21/2019,113,11,0,6,7.8,"9,9,9,9,9,8,8,9.2,7,9,7.8",2.275,,,"At Brunel x Hurontario intersection, across the street from the MExican restaurant. >5 plants that are >3 m apart are visible, but since they're on private property (that will be developed eventually), I sampled the 5 plants accessible from the buffer strip that are close together."
2019,AS079,MW066,3,43.618104,-79.701542,20000,50,16.25,North,9/21/2019,84,5,0,3,8.6,"7,8,7.6,7",2.595,,,"At Brunel x Hurontario intersection, across the street from the MExican restaurant. >5 plants that are >3 m apart are visible, but since they're on private property (that will be developed eventually), I sampled the 5 plants accessible from the buffer strip that are close together."
2019,AS079,MW066,4,43.618104,-79.701542,20000,50,16.25,North,9/21/2019,101,7,0,5,8.2,"9,9,6.7,2,9.2",2.502,,,"At Brunel x Hurontario intersection, across the street from the MExican restaurant. >5 plants that are >3 m apart are visible, but since they're on private property (that will be developed eventually), I sampled the 5 plants accessible from the buffer strip that are close together."
2019,AS079,MW066,5,43.618104,-79.701542,20000,50,16.25,North,9/21/2019,80,2,3,4,11,11,2.686,,,"At Brunel x Hurontario intersection, across the street from the MExican restaurant. >5 plants that are >3 m apart are visible, but since they're on private property (that will be developed eventually), I sampled the 5 plants accessible from the buffer strip that are close together."
2019,AS080,MW067,1,43.613475,-79.705867,64,24,16.52,North,9/21/2019,x,x,x,x,x,x,x,x,x,Plants with pods present but no one was home. Good one to return to.
2019,AS080,MW067,2,43.613475,-79.705867,64,24,16.52,North,9/21/2019,x,x,x,x,x,x,x,x,x,Plants with pods present but no one was home. Good one to return to.
2019,AS080,MW067,3,43.613475,-79.705867,64,24,16.52,North,9/21/2019,x,x,x,x,x,x,x,x,x,Plants with pods present but no one was home. Good one to return to.
2019,AS080,MW067,4,43.613475,-79.705867,64,24,16.52,North,9/21/2019,x,x,x,x,x,x,x,x,x,Plants with pods present but no one was home. Good one to return to.
2019,AS080,MW067,5,43.613475,-79.705867,64,24,16.52,North,9/21/2019,x,x,x,x,x,x,x,x,x,Plants with pods present but no one was home. Good one to return to.
2019,AS081,MW068,1,43.595802,-79.719547,180,36,17.45,North,9/21/2019,129,3,0,4,8,"7,7.2",2.741,,,Plants <3 m apart
2019,AS081,MW068,2,43.595802,-79.719547,180,36,17.45,North,9/21/2019,126,4,0,5,9.4,"5.8,8,8",2.622,,,Plants <3 m apart
2019,AS081,MW068,3,43.595802,-79.719547,180,36,17.45,North,9/21/2019,109,2,0,3,7.8,forgot to measure,2.352,,,Plants <3 m apart
2019,AS081,MW068,4,43.595802,-79.719547,180,36,17.45,North,9/21/2019,136,3,0,7,8.2,"10.2,5.4",2.594,,,Plants <3 m apart
2019,AS081,MW068,5,43.595802,-79.719547,180,36,17.45,North,9/21/2019,138,4,0,10,7.6,"7.2,9,8.4",2.476,,,Plants <3 m apart
2019,AS082,MW069,1,43.553597,-79.699608,1000,24,17.45,South,x,x,x,x,x,x,x,x,x,x,No flowering plants seen in July so didn't return.
2019,AS082,MW069,2,43.553597,-79.699608,1000,24,17.45,South,x,x,x,x,x,x,x,x,x,x,No flowering plants seen in July so didn't return.
2019,AS082,MW069,3,43.553597,-79.699608,1000,24,17.45,South,x,x,x,x,x,x,x,x,x,x,No flowering plants seen in July so didn't return.
2019,AS082,MW069,4,43.553597,-79.699608,1000,24,17.45,South,x,x,x,x,x,x,x,x,x,x,No flowering plants seen in July so didn't return.
2019,AS082,MW069,5,43.553597,-79.699608,1000,24,17.45,South,x,x,x,x,x,x,x,x,x,x,No flowering plants seen in July so didn't return.
2019,AS083,MW070,1,43.571026,-79.733337,1000,24,18.59,North,9/21/2019,x,x,x,x,x,x,x,x,x,Only a few plants left- without pods- very defoliated- and no one home anyway.
2019,AS083,MW070,2,43.571026,-79.733337,1000,24,18.59,North,9/21/2019,x,x,x,x,x,x,x,x,x,Only a few plants left- without pods- very defoliated- and no one home anyway.
2019,AS083,MW070,3,43.571026,-79.733337,1000,24,18.59,North,9/21/2019,x,x,x,x,x,x,x,x,x,Only a few plants left- without pods- very defoliated- and no one home anyway.
2019,AS083,MW070,4,43.571026,-79.733337,1000,24,18.59,North,9/21/2019,x,x,x,x,x,x,x,x,x,Only a few plants left- without pods- very defoliated- and no one home anyway.
2019,AS083,MW070,5,43.571026,-79.733337,1000,24,18.59,North,9/21/2019,x,x,x,x,x,x,x,x,x,Only a few plants left- without pods- very defoliated- and no one home anyway.
2019,AS084,MW071,1,43.564655,-79.720469,5,11,18.13,North,9/21/2019,x,x,x,x,x,x,x,x,x,No one home and no follicles present anyway.
2019,AS084,MW071,2,43.564655,-79.720469,5,11,18.13,North,9/21/2019,x,x,x,x,x,x,x,x,x,No one home and no follicles present anyway.
2019,AS084,MW071,3,43.564655,-79.720469,5,11,18.13,North,9/21/2019,x,x,x,x,x,x,x,x,x,No one home and no follicles present anyway.
2019,AS084,MW071,4,43.564655,-79.720469,5,11,18.13,North,9/21/2019,x,x,x,x,x,x,x,x,x,No one home and no follicles present anyway.
2019,AS084,MW071,5,43.564655,-79.720469,5,11,18.13,North,9/21/2019,x,x,x,x,x,x,x,x,x,No one home and no follicles present anyway.
2019,AS085,MW072,1,43.578900,-79.713398,8000,175,17.47,North,9/21/2019,129,3,0,4,10.4,"11,11",3.115,,,"Plants >3 m apart. By railroad tracks, so some plants were dirty/very eaten/mutated (like #3, w/small, round pods)"
2019,AS085,MW072,2,43.578900,-79.713398,8000,175,17.47,North,9/21/2019,126,4,0,5,11.6,11.6,2.673,,,"Plants >3 m apart. By railroad tracks, so some plants were dirty/very eaten/mutated (like #3, w/small, round pods)"
2019,AS085,MW072,3,43.578900,-79.713398,8000,175,17.47,North,9/21/2019,109,2,0,3,5,4.6,2.377,,,"Plants >3 m apart. By railroad tracks, so some plants were dirty/very eaten/mutated (like #3, w/small, round pods)"
2019,AS085,MW072,4,43.578900,-79.713398,8000,175,17.47,North,9/21/2019,136,3,0,7,10.4,"9.8,9,9,9",2.212,,,"Plants >3 m apart. By railroad tracks, so some plants were dirty/very eaten/mutated (like #3, w/small, round pods)"
2019,AS085,MW072,5,43.578900,-79.713398,8000,175,17.47,North,9/21/2019,138,4,0,10,9,"10,9.2,8.4,10,9.4",2.633,,,"Plants >3 m apart. By railroad tracks, so some plants were dirty/very eaten/mutated (like #3, w/small, round pods)"
2019,AS086,MW073,1,43.554564,-79.756834,300,46,20.08,North,9/21/2019,117,1,3,2,7,NA,2.632,,,Use pod as leaf (no leaf tissue left). Plants <3 m apart (one patch)
2019,AS086,MW073,2,43.554564,-79.756834,300,46,20.08,North,9/21/2019,114,6,2,3,5.8,"5.2,5.6,6,6,6",2.18,,,Use pod as leaf (no leaf tissue left). Plants <3 m apart (one patch)
2019,AS086,MW073,3,43.554564,-79.756834,300,46,20.08,North,9/21/2019,107,5,3,6,5.2,"6.2,5.4,6,6.8",2.027,,,Use pod as leaf (no leaf tissue left). Plants <3 m apart (one patch)
2019,AS086,MW073,4,43.554564,-79.756834,300,46,20.08,North,9/21/2019,107,3,3,4,5.6,"6,6",1.973,,,Use pod as leaf (no leaf tissue left). Plants <3 m apart (one patch)
2019,AS086,MW073,5,43.554564,-79.756834,300,46,20.08,North,9/21/2019,98,4,2,4,5.8,"6,4.4,6.2",2.227,,,Use pod as leaf (no leaf tissue left). Plants <3 m apart (one patch)
2019,AS087,MW074,1,43.568721,-79.651832,4000,120,14.84,South,9/21/2019,87,4,0,2,6.8,"6,7,6.8",1.896,,,"Plants 1 & 2 < 3m apart but in a different patch than plants 3-5, which are also <3 m apart."
2019,AS087,MW074,2,43.568721,-79.651832,4000,120,14.84,South,9/21/2019,97,4,0,4,5.8,"6,6,6.6",2.256,,,"Plants 1 & 2 < 3m apart but in a different patch than plants 3-5, which are also <3 m apart."
2019,AS087,MW074,3,43.568721,-79.651832,4000,120,14.84,South,9/21/2019,102,4,0,4,8.2,"7,7,7",2.095,,,"Plants 1 & 2 < 3m apart but in a different patch than plants 3-5, which are also <3 m apart."
2019,AS087,MW074,4,43.568721,-79.651832,4000,120,14.84,South,9/21/2019,86,1,0,3,7.4,NA,2.07,,,"Plants 1 & 2 < 3m apart but in a different patch than plants 3-5, which are also <3 m apart."
2019,AS087,MW074,5,43.568721,-79.651832,4000,120,14.84,South,9/21/2019,55,0,0,0,NA,NA,NA,NA,NA,"Plants 1 & 2 < 3m apart but in a different patch than plants 3-5, which are also <3 m apart."
2019,AS088,MW075,1,43.573691,-79.636480,NA,NA,14,South,9/19/2019,x,x,x,x,x,x,x,x,x,Housekeeper answered. Homeowner not home until 5 on weekdays so I could return but only 2 plants so not a big deal if I don't.
2019,AS088,MW075,2,43.573691,-79.636480,NA,NA,14,South,9/19/2019,x,x,x,x,x,x,x,x,x,Housekeeper answered. Homeowner not home until 5 on weekdays so I could return but only 2 plants so not a big deal if I don't.
2019,AS089,MW076,1,43.579335,-79.630017,6,7,13.55,South,9/19/2019,x,x,x,x,x,x,x,x,x,No plants
2019,AS089,MW076,2,43.579335,-79.630017,6,7,13.55,South,9/19/2019,x,x,x,x,x,x,x,x,x,No plants
2019,AS089,MW076,3,43.579335,-79.630017,6,7,13.55,South,9/19/2019,x,x,x,x,x,x,x,x,x,No plants
2019,AS089,MW076,4,43.579335,-79.630017,6,7,13.55,South,9/19/2019,x,x,x,x,x,x,x,x,x,No plants
2019,AS089,MW076,5,43.579335,-79.630017,6,7,13.55,South,9/19/2019,x,x,x,x,x,x,x,x,x,No plants
2019,AS090,MW077,1,43.589966,-79.618300,4,30,12.73,South,9/19/2019,x,x,x,x,x,x,x,x,x,No one home. Very strange: patch that had lots of pods had only two total this year (from a brief glance.) I wonder if they have been harvested/removed. Could return but seems like a low potential return
2019,AS090,MW077,2,43.589966,-79.618300,4,30,12.73,South,9/19/2019,x,x,x,x,x,x,x,x,x,No one home. Very strange: patch that had lots of pods had only two total this year (from a brief glance.) I wonder if they have been harvested/removed. Could return but seems like a low potential return
2019,AS090,MW077,3,43.589966,-79.618300,4,30,12.73,South,9/19/2019,x,x,x,x,x,x,x,x,x,No one home. Very strange: patch that had lots of pods had only two total this year (from a brief glance.) I wonder if they have been harvested/removed. Could return but seems like a low potential return
2019,AS090,MW077,4,43.589966,-79.618300,4,30,12.73,South,9/19/2019,x,x,x,x,x,x,x,x,x,No one home. Very strange: patch that had lots of pods had only two total this year (from a brief glance.) I wonder if they have been harvested/removed. Could return but seems like a low potential return
2019,AS090,MW077,5,43.589966,-79.618300,4,30,12.73,South,9/19/2019,x,x,x,x,x,x,x,x,x,No one home. Very strange: patch that had lots of pods had only two total this year (from a brief glance.) I wonder if they have been harvested/removed. Could return but seems like a low potential return
2019,AS091,MW078,1,43.591194,-79.608405,9,15,12.24,South,9/19/2019,x,x,x,x,x,x,x,x,x,Plants have been removed from house
2019,AS091,MW078,2,43.591194,-79.608405,9,15,12.24,South,9/19/2019,x,x,x,x,x,x,x,x,x,Plants have been removed from house
2019,AS091,MW078,3,43.591194,-79.608405,9,15,12.24,South,9/19/2019,x,x,x,x,x,x,x,x,x,Plants have been removed from house
2019,AS091,MW078,4,43.591194,-79.608405,9,15,12.24,South,9/19/2019,x,x,x,x,x,x,x,x,x,Plants have been removed from house
2019,AS091,MW078,5,43.591194,-79.608405,9,15,12.24,South,9/19/2019,x,x,x,x,x,x,x,x,x,Plants have been removed from house
2019,AS092,MW079,1,43.601609,-79.583684,15000,12,10.82,South,9/19/2019,71,5,1,4,8,"6.8,6,7,8",2.995,,,Plants <3 m apart (one patch)
2019,AS092,MW079,2,43.601609,-79.583684,15000,12,10.82,South,9/19/2019,103,9,0,5,8,"8,8,8,8.4,8.8,8",2.614,,,Plants <3 m apart (one patch)
2019,AS092,MW079,3,43.601609,-79.583684,15000,12,10.82,South,9/19/2019,114,11,4,6,7.2,"7,7,7,7.8,6.4,6,7.4,7.2,7.2,7.2",2.355,,,Plants <3 m apart (one patch)
2019,AS092,MW079,4,43.601609,-79.583684,15000,12,10.82,South,9/19/2019,97,10,1,5,7,"6,6,6.6,7.4,7.4,7.2,8,7.4,7.4",2.417,,,Plants <3 m apart (one patch)
2019,AS092,MW079,5,43.601609,-79.583684,15000,12,10.82,South,9/19/2019,117,9,0,6,7.4,"6.2,6.8,7,7,7.2,8,7.6,7.8",2.838,,,Plants <3 m apart (one patch)
2019,AS093,MW080,1,43.633829,-79.553119,8800,44,8.75,South,9/19/2019,108,14,0,6,10,"9,7,9,9,9.8,8.6,8.6,9,9",2.812,,,Big spider web entangling some pods and didn't want to disassemble it. Plants in pop <3m apart and all from house #43.
2019,AS093,MW080,2,43.633829,-79.553119,8800,44,8.75,South,9/19/2019,80,6,0,2,7,"4.2,2.2,2,2,2",2.128,,,pod not developed nearly enough; seeds are still white. Plant still growing; pods probably don't reflect final lengths/dimensions. Plants in pop <3m apart and all from house #43.
2019,AS093,MW080,3,43.633829,-79.553119,8800,44,8.75,South,9/19/2019,61,0,0,0,NA,NA,NA,NA,NA,Plants in pop <3m apart and all from house #43.
2019,AS093,MW080,4,43.633829,-79.553119,8800,44,8.75,South,9/19/2019,46,0,0,0,NA,NA,NA,NA,NA,Plants in pop <3m apart and all from house #43.
2019,AS093,MW080,5,43.633829,-79.553119,8800,44,8.75,South,x,x,x,x,x,x,x,x,x,x,x
2018,AS001,MW001,1,43.550556,-79.663,15,40,15.89,South,9/16/2018,72,2,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS001,MW001,2,43.550556,-79.663,15,40,15.89,South,9/16/2018,121,nothing written,Did_not_measure,6,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS001,MW001,3,43.550556,-79.663,15,40,15.89,South,9/16/2018,84,3,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS001,MW001,4,43.550556,-79.663,15,40,15.89,South,9/16/2018,118,11,Did_not_measure,6,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS001,MW001,5,43.550556,-79.663,15,40,15.89,South,9/16/2018,94,7,Did_not_measure,5,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS002,MW002,1,43.550225,-79.654062,10,25,15.51,South,9/16/2018,86,3,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS002,MW002,2,43.550225,-79.654062,10,25,15.51,South,9/16/2018,100,11,Did_not_measure,7,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS002,MW002,3,43.550225,-79.654062,10,25,15.51,South,9/16/2018,100,2,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS002,MW002,4,43.550225,-79.654062,10,25,15.51,South,9/16/2018,85,2,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS002,MW002,5,43.550225,-79.654062,10,25,15.51,South,9/16/2018,86,5,Did_not_measure,3,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,>3 m between plants
2018,AS003,MW003,1,43.565106,-79.671002,3,20,15.82,South,9/14/2018,149,5,Did_not_measure,6,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS003,MW003,2,43.565106,-79.671002,3,20,15.82,South,9/14/2018,138,2,Did_not_measure,5,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS003,MW003,3,43.565106,-79.671002,3,20,15.82,South,9/14/2018,155,7,Did_not_measure,7,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS003,MW003,4,43.565106,-79.671002,3,20,15.82,South,9/14/2018,113,3,Did_not_measure,5,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS003,MW003,5,43.565106,-79.671002,3,20,15.82,South,9/14/2018,161,9,Did_not_measure,7,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS004,MW003,1,43.562538,-79.674057,25,30,16.03,South,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS004,MW003,2,43.562538,-79.674057,25,30,16.03,South,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS004,MW003,3,43.562538,-79.674057,25,30,16.03,South,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS004,MW003,4,43.562538,-79.674057,25,30,16.03,South,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS004,MW003,5,43.562538,-79.674057,25,30,16.03,South,9/14/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"For MW003, all plants collected from AS003. No pods at AS004"
2018,AS005,MW004,1,43.567334,-79.686386,20,20,16.47,South,9/16/2018,130,1,Did_not_measure,4,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"One plant sampled from AS005, one 90 m NW of AS008, one from AS007, one from AS008, and one from AS009 to combine into sampled population MW004. One plant left at AS006 had no pods. Plant 1."
2018,AS005,MW004,2,43.567334,-79.686386,20,20,16.47,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS005,MW004,3,43.567334,-79.686386,20,20,16.47,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS005,MW004,4,43.567334,-79.686386,20,20,16.47,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS005,MW004,5,43.567334,-79.686386,20,20,16.47,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS006,MW004,1,43.569004,-79.684245,1,2,16.33,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS006,MW004,2,43.569004,-79.684245,1,2,16.33,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS007,MW004,1,43.566504,-79.680149,400,10,16.21,South,9/16/2018,82,7,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"One plant sampled from AS005, one 90 m NW of AS008, one from AS007, one from AS008, and one from AS009 to combine into sampled population MW004. One plant left at AS006 had no pods. Plant 3."
2018,AS007,MW004,2,43.566504,-79.680149,400,10,16.21,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS007,MW004,3,43.566504,-79.680149,400,10,16.21,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS007,MW004,4,43.566504,-79.680149,400,10,16.21,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS007,MW004,5,43.566504,-79.680149,400,10,16.21,South,9/16/2018,NA,NA,Did_not_measure,NA,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,
2018,AS008,MW004,1,43.566922,-79.679797,20,25,16.18,South,9/16/2018,76,2,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"One plant sampled from AS005, one 90 m NW of AS008, one from AS007, one from AS008, and one from AS009 to combine into sampled population MW004. One plant left at AS006 had no pods. Plant 2."
2018,AS008,MW004,2,43.566922,-79.679797,20,25,16.18,South,9/16/2018,60,2,Did_not_measure,2,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,Did_not_measure,"One plant sampled from AS005, one 90 m NW of AS008, one from AS007, one from AS008, and one from AS009 to combine into sampled population MW004. One plant left at AS006 had no pods. Plant 4."
