Year,Pop_ID,Patch_ID,Plant_Num,Latitude,Longitude,Area_sq_m_2018,Plants_present_2018,City_dist,Transect_ID,Date,Height,Viable_Pods Produced,Aborted_Pods,Peduncles,Collected_pod_length,Other_pod_lengths,Collected_pod_width,Collected_pod_seed_number,Collected_pod_seed_weight,Notes
2019,AS036,MW023,4,43.371308,-79.981819,600,20,35.98,Rural,9/25/2019,107,0,0,8,NA,NA,NA,NA,NA,Plants 2 & 3 <3 m apart
2019,AS036,MW023,5,43.371308,-79.981819,600,20,35.98,Rural,9/25/2019,72,0,0,4,NA,NA,NA,NA,NA,Plants 2 & 3 <3 m apart
2019,AS037,MW024,1,43.363349,-80.01471,2,2,37.66,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS037,MW024,2,43.363349,-80.01471,2,2,37.66,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS038,MW025,1,43.726774,-79.432109,3,12,5.5,North,9/12/2019,13,0,0,0,0,0,0,0,0,Tiny plants- no pods. <3m apart.
2019,AS038,MW025,2,43.726774,-79.432109,3,12,5.5,North,9/12/2019,3.5,0,0,0,0,0,0,0,0,Tiny plants- no pods. <3m apart.
2019,AS038,MW025,3,43.726774,-79.432109,3,12,5.5,North,9/12/2019,16,0,0,0,0,0,0,0,0,Tiny plants- no pods. <3m apart.
2019,AS038,MW025,4,43.726774,-79.432109,3,12,5.5,North,9/12/2019,x,x,x,x,x,x,x,x,x,x
2019,AS038,MW025,5,43.726774,-79.432109,3,12,5.5,North,9/12/2019,x,x,x,x,x,x,x,x,x,x
2019,AS039,MW026,1,43.719453,-79.445163,160,8,5.42,North,9/12/2019,89,7,0,3,9,"9,9,9,9,8.2,9.5",2.4,,,Some seeds not totally ripe
2019,AS039,MW026,2,43.719453,-79.445163,160,8,5.42,North,9/12/2019,114,6,0,4,10,"10,8,10,10,10,9",2.6,,,Some seeds not totally ripe
2019,AS039,MW026,3,43.719453,-79.445163,160,8,5.42,North,9/12/2019,79,6,0,4,10.6,"10,9.4,10.4,8,9.4",3,,,Some seeds not totally ripe
2019,AS039,MW026,4,43.719453,-79.445163,160,8,5.42,North,9/12/2019,93,6,0,5,10.8,"10,9.8,9.8,9.2,9.2",2.9,,,Some seeds not totally ripe
2019,AS039,MW026,5,43.719453,-79.445163,160,8,5.42,North,9/12/2019,83,0,0,0,x,x,x,,,Some seeds not totally ripe
2019,AS040,MW027,1,43.726466,-79.445593,48,60,5.82,North,9/12/2019,89,0,0,2,0,0,0,,,"Been weed-whacked, so no pods seen. Plants <3m apart."
2019,AS040,MW027,2,43.726466,-79.445593,48,60,5.82,North,9/12/2019,49,0,0,0,0,0,0,,,"Been weed-whacked, so no pods seen. Plants <3m apart."
2019,AS040,MW027,3,43.726466,-79.445593,48,60,5.82,North,9/12/2019,40,0,0,1,0,0,0,,,"Been weed-whacked, so no pods seen. Plants <3m apart."
2019,AS040,MW027,4,43.726466,-79.445593,48,60,5.82,North,9/12/2019,37,0,0,0,0,0,0,,,"Been weed-whacked, so no pods seen. Plants <3m apart."
2019,AS040,MW027,5,43.726466,-79.445593,48,60,5.82,North,9/12/2019,43,0,0,0,0,0,0,,,"Been weed-whacked, so no pods seen. Plants <3m apart."
2019,AS041,MW028,1,43.713472,-79.463271,4000,18,5.7,North,9/12/2019,117,11,0,5,9,"8,8.4,8,7.4,6.2,6.6,7,9,8,8",2.5,,,"Most plants (all except #3) from patch next to parking lot, vs where waypoint is in park"
2019,AS041,MW028,2,43.713472,-79.463271,4000,18,5.7,North,9/12/2019,104,3,0,5,8.2,"8,9",3.4,,,"Most plants (all except #3) from patch next to parking lot, vs where waypoint is in park"
2019,AS041,MW028,3,43.713472,-79.463271,4000,18,5.7,North,9/12/2019,109,3,0,5,7.6,"9,8",1.6,,,"Most plants (all except #3) from patch next to parking lot, vs where waypoint is in park"
2019,AS041,MW028,4,43.713472,-79.463271,4000,18,5.7,North,9/12/2019,93,5,0,4,9.2,"10,10,9.8,8.8",2.4,,,"Most plants (all except #3) from patch next to parking lot, vs where waypoint is in park"
2019,AS041,MW028,5,43.713472,-79.463271,4000,18,5.7,North,9/12/2019,107,7,0,5,11.2,"7,9,7,7.6,10,9.8",3.3,,,"Most plants (all except #3) from patch next to parking lot, vs where waypoint is in park"
2019,AS042,MW029,1,43.713584,-79.475768,9,19,6.17,North,9/12/2019,135,3,0,4,11,"10.4,11.4",2.6,,,Plants 1 & 5 <3m apart. Plant 5 had immature seeds.
2019,AS042,MW029,2,43.713584,-79.475768,9,19,6.17,North,9/12/2019,149,7,0,6,9.4,"9,9,9.2,8.6,9,9",2.6,,,Plants 1 & 5 <3m apart. Plant 5 had immature seeds.
2019,AS042,MW029,3,43.713584,-79.475768,9,19,6.17,North,9/12/2019,119,1,0,1,11,NA,2.4,,,Plants 1 & 5 <3m apart. Plant 5 had immature seeds.
2019,AS042,MW029,4,43.713584,-79.475768,9,19,6.17,North,9/12/2019,157,6,0,7,10,"10.2,9.4,8,9.6,9.6",2.5,,,Plants 1 & 5 <3m apart. Plant 5 had immature seeds.
2019,AS042,MW029,5,43.713584,-79.475768,9,19,6.17,North,9/12/2019,144,7,0,5,10.4,"12,12,10.6,10,9.4,10.8",2.6,,,Plants 1 & 5 <3m apart. Plant 5 had immature seeds.
2019,AS043,MW030,1,43.71387,-79.505919,2,10,7.4,North,9/12/2019,191,16,0,13,10.4,"10,10,11,11,8.6,10,10,10,8.8,10,10,9.8,10,9,9.2",3.8,,,
2019,AS043,MW030,2,43.71387,-79.505919,2,10,7.4,North,9/12/2019,186,5,0,28,9.6,"11,10,11,10.8",3.3,,,
2019,AS043,MW030,3,43.71387,-79.505919,2,10,7.4,North,9/12/2019,180,14,0,14,10.8,"8.8,9.4,8,1,1,11.2,8.8,9,10,10,10,10,10",3.5,,,
2019,AS043,MW030,4,43.71387,-79.505919,2,10,7.4,North,9/12/2019,163,10,0,11,10.2,"10.4,10.6,9,9.4,9.4,10,10,10,10",3.4,,,
2019,AS043,MW030,5,43.71387,-79.505919,2,10,7.4,North,9/12/2019,102,1,0,5,10.6,NA,3.3,,,
2019,AS044,MW031,1,43.713092,-79.515599,6000,240,7.79,North,9/12/2019,108,3,0,4,9.4,"10,9",3.5,,,
2019,AS044,MW031,2,43.713092,-79.515599,6000,240,7.79,North,9/12/2019,91,2,0,2,10,NA,2.4,,,
2019,AS044,MW031,3,43.713092,-79.515599,6000,240,7.79,North,9/12/2019,85,3,0,3,9.2,"9.2,8.6",2.7,,,
2019,AS044,MW031,4,43.713092,-79.515599,6000,240,7.79,North,9/12/2019,97,2,0,2,9.4,9.8,2.5,,,
2019,AS044,MW031,5,43.713092,-79.515599,6000,240,7.79,North,9/12/2019,103,2,0,2,9,10,2.1,,,
2019,AS045,MW032,1,43.66963,-79.498027,6000,27,5.93,South,9/14/2019,73,5,1,3,8,"7.2,8,8,9",2.6,,,"Plants <3 m apart. Not all seeds ripe. If need more plants from this pop in the future, 52-54 Eileen Dr had plants w/follicles."
2019,AS045,MW032,2,43.66963,-79.498027,6000,27,5.93,South,9/14/2019,92,11,0,4,6.6,"8.8,8,8,8,6.8,8,7,6,7,7.4",2.1,,,"Plants <3 m apart. Not all seeds ripe. If need more plants from this pop in the future, 52-54 Eileen Dr had plants w/follicles."
2019,AS045,MW032,3,43.66963,-79.498027,6000,27,5.93,South,9/14/2019,84,5,2,4,9,"9.2,10,9,8.4",2.5,,,"Plants <3 m apart. Not all seeds ripe. If need more plants from this pop in the future, 52-54 Eileen Dr had plants w/follicles."
2019,AS045,MW032,4,43.66963,-79.498027,6000,27,5.93,South,9/14/2019,92,3,1,2,9,"8.4,7",2.6,,,"Plants <3 m apart. Not all seeds ripe. If need more plants from this pop in the future, 52-54 Eileen Dr had plants w/follicles."
2019,AS045,MW032,5,43.66963,-79.498027,6000,27,5.93,South,9/14/2019,79,4,2,2,9.2,"10,8,8.2",3,,,"Plants <3 m apart. Not all seeds ripe. If need more plants from this pop in the future, 52-54 Eileen Dr had plants w/follicles."
2019,AS046,MW033,1,43.358912,-80.043033,80,25,39.03,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS046,MW033,2,43.358912,-80.043033,80,25,39.03,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS046,MW033,3,43.358912,-80.043033,80,25,39.03,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS046,MW033,4,43.358912,-80.043033,80,25,39.03,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS046,MW033,5,43.358912,-80.043033,80,25,39.03,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS047,MW034,1,43.357422,-80.052572,18850,980,39.49,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS047,MW034,2,43.357422,-80.052572,18850,980,39.49,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS047,MW034,3,43.357422,-80.052572,18850,980,39.49,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS047,MW034,4,43.357422,-80.052572,18850,980,39.49,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS047,MW034,5,43.357422,-80.052572,18850,980,39.49,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants
2019,AS048,MW035,1,43.349551,-80.098407,8000,170,41.74,Rural,9/25/2019,117,4,0,6,10,"8,8.4,8.6",3.171,,,Plants >3 m apart. Really nice homeowner/farmer! Says to knock on door and say hello if we sample again. Milkweed supporter.
2019,AS048,MW035,2,43.349551,-80.098407,8000,170,41.74,Rural,9/25/2019,122,2,0,6,9.8,8.4,3.06,,,Plants >3 m apart. Really nice homeowner/farmer! Says to knock on door and say hello if we sample again. Milkweed supporter.
2019,AS048,MW035,3,43.349551,-80.098407,8000,170,41.74,Rural,9/25/2019,113,4,0,6,8.8,"9,8.6,9.6",2.742,,,Plants >3 m apart. Really nice homeowner/farmer! Says to knock on door and say hello if we sample again. Milkweed supporter.
2019,AS048,MW035,4,43.349551,-80.098407,8000,170,41.74,Rural,9/25/2019,105,4,0,4,9.8,"9.4,9,10",2.687,,,Plants >3 m apart. Really nice homeowner/farmer! Says to knock on door and say hello if we sample again. Milkweed supporter.
2019,AS048,MW035,5,43.349551,-80.098407,8000,170,41.74,Rural,9/25/2019,137,10,0,9,10,"10,10,10,10,10,11,10.4,8,9.2",2.934,,,Plants >3 m apart. Really nice homeowner/farmer! Says to knock on door and say hello if we sample again. Milkweed supporter.
2019,AS049,MW036,1,43.321018,-80.049313,1800,170,40.74,Rural,9/25/2019,75,2,0,5,11.2,11,2.719,,,Plants >3 m apart
2019,AS049,MW036,2,43.321018,-80.049313,1800,170,40.74,Rural,9/25/2019,89,3,0,4,10.8,"10,5",2.853,,,Plants >3 m apart
2019,AS049,MW036,3,43.321018,-80.049313,1800,170,40.74,Rural,9/25/2019,103,2,0,2,9.8,9.8,2.781,,,Plants >3 m apart
2019,AS049,MW036,4,43.321018,-80.049313,1800,170,40.74,Rural,9/25/2019,129,2,0,1,11.2,10.4,2.703,,,Plants >3 m apart
2019,AS049,MW036,5,43.321018,-80.049313,1800,170,40.74,Rural,9/25/2019,106,4,0,3,10.8,"9.2,9,10",2.961,,,Plants >3 m apart
2019,AS050,MW037,1,43.702158,-79.543737,70,30,8.73,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants present at house #66 but no one home. Could return.
2019,AS050,MW037,2,43.702158,-79.543737,70,30,8.73,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants present at house #66 but no one home. Could return.
2019,AS050,MW037,3,43.702158,-79.543737,70,30,8.73,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants present at house #66 but no one home. Could return.
2019,AS050,MW037,4,43.702158,-79.543737,70,30,8.73,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants present at house #66 but no one home. Could return.
2019,AS050,MW037,5,43.702158,-79.543737,70,30,8.73,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants present at house #66 but no one home. Could return.
2019,AS051,MW038,1,43.701032,-79.549473,16,12,8.97,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants have been removed/replaced with other plants.
2019,AS051,MW038,2,43.701032,-79.549473,16,12,8.97,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants have been removed/replaced with other plants.
2019,AS051,MW038,3,43.701032,-79.549473,16,12,8.97,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants have been removed/replaced with other plants.
2019,AS051,MW038,4,43.701032,-79.549473,16,12,8.97,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants have been removed/replaced with other plants.
2019,AS051,MW038,5,43.701032,-79.549473,16,12,8.97,North,9/18/2019,x,x,x,x,x,x,x,x,x,Plants have been removed/replaced with other plants.
2019,AS052,MW039,1,43.701432,-79.56251,10000,480,9.6,North,9/18/2019,89,9,2,8,10,"9.2,10,10,10,8.8,9.2,10,9.4",3.001,,,
2019,AS052,MW039,2,43.701432,-79.56251,10000,480,9.6,North,9/18/2019,93,3,0,2,9.4,"9.8,8.4",2.839,,,
2019,AS052,MW039,3,43.701432,-79.56251,10000,480,9.6,North,9/18/2019,94,1,0,5,9.8,NA,3.128,,,
2019,AS052,MW039,4,43.701432,-79.56251,10000,480,9.6,North,9/18/2019,106,7,0,9,9.8,"10.2,10,8.2,8.8,9,9",2.326,,,
2019,AS052,MW039,5,43.701432,-79.56251,10000,480,9.6,North,9/18/2019,115,3,0,2,12.8,"11,11.4",2.207,,,
2019,AS053,MW040,1,43.690086,-79.572325,2000,150,9.85,North,9/18/2019,93,1,0,4,8.8,NA,3.092,,,
2019,AS053,MW040,2,43.690086,-79.572325,2000,150,9.85,North,9/18/2019,104,9,0,4,8.4,"8,9.6,9.4,9.8,8,10.6,9",2.773,,,
2019,AS053,MW040,3,43.690086,-79.572325,2000,150,9.85,North,9/18/2019,95,1,0,2,9.4,NA,2.417,,,
2019,AS053,MW040,4,43.690086,-79.572325,2000,150,9.85,North,9/18/2019,88,2,0,2,12.2,10.2,2.701,,,
2019,AS053,MW040,5,43.690086,-79.572325,2000,150,9.85,North,9/18/2019,97,7,0,4,11.6,"11,11,11.6,12,12,12.4",3.414,,,
2019,AS054,MW041,1,43.675131,-79.571575,50,5,9.62,North,9/18/2019,76,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS054,MW041,2,43.675131,-79.571575,50,5,9.62,North,9/18/2019,89,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS054,MW041,3,43.675131,-79.571575,50,5,9.62,North,9/18/2019,53,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS054,MW041,4,43.675131,-79.571575,50,5,9.62,North,9/18/2019,29,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS054,MW041,5,43.675131,-79.571575,50,5,9.62,North,9/18/2019,59,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS055,MW042,1,43.664067,-79.577284,10,11,9.83,North,9/18/2019,19,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS055,MW042,2,43.664067,-79.577284,10,11,9.83,North,9/18/2019,91,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS055,MW042,3,43.664067,-79.577284,10,11,9.83,North,9/18/2019,69,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS055,MW042,4,43.664067,-79.577284,10,11,9.83,North,x,x,x,x,x,x,x,x,x,x,x
2019,AS055,MW042,5,43.664067,-79.577284,10,11,9.83,North,x,x,x,x,x,x,x,x,x,x,x
2019,AS056,MW043,1,43.32296,-80.038276,4800,102,40.2,Rural,9/25/2019,85,0,0,0,NA,NA,NA,NA,NA,Very odd: ~25 plants in one patch with no pods and barely any peduncles yet they are tall!
2019,AS056,MW043,2,43.32296,-80.038276,4800,102,40.2,Rural,9/25/2019,120,0,0,1,NA,NA,NA,NA,NA,Very odd: ~25 plants in one patch with no pods and barely any peduncles yet they are tall!
2019,AS056,MW043,3,43.32296,-80.038276,4800,102,40.2,Rural,9/25/2019,95,0,0,0,NA,NA,NA,NA,NA,Very odd: ~25 plants in one patch with no pods and barely any peduncles yet they are tall!
2019,AS056,MW043,4,43.32296,-80.038276,4800,102,40.2,Rural,9/25/2019,117,0,0,0,NA,NA,NA,NA,NA,Very odd: ~25 plants in one patch with no pods and barely any peduncles yet they are tall!
2019,AS056,MW043,5,43.32296,-80.038276,4800,102,40.2,Rural,9/25/2019,132,0,0,0,NA,NA,NA,NA,NA,Very odd: ~25 plants in one patch with no pods and barely any peduncles yet they are tall!
2019,AS057,MW044,1,43.330042,-79.995566,450,17,38.18,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS057,MW044,2,43.330042,-79.995566,450,17,38.18,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS057,MW044,3,43.330042,-79.995566,450,17,38.18,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS057,MW044,4,43.330042,-79.995566,450,17,38.18,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS057,MW044,5,43.330042,-79.995566,450,17,38.18,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS058,MW045,1,43.335538,-79.962974,430,50,36.64,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS058,MW045,2,43.335538,-79.962974,430,50,36.64,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS058,MW045,3,43.335538,-79.962974,430,50,36.64,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS058,MW045,4,43.335538,-79.962974,430,50,36.64,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS058,MW045,5,43.335538,-79.962974,430,50,36.64,Rural,x,x,x,x,x,x,x,x,x,x,Mowed- no plants with pods
2019,AS059,MW046,1,43.343046,-79.959704,6000,430,36.19,Rural,9/25/2019,114,6,0,4,9.6,"9,9,9,9.4,9.2",2.844,,,Plants >3 m apart.
2019,AS059,MW046,2,43.343046,-79.959704,6000,430,36.19,Rural,9/25/2019,90,4,0,3,10.4,"10.2,10.8,10.4",2.447,,,Plants >3 m apart.
2019,AS059,MW046,3,43.343046,-79.959704,6000,430,36.19,Rural,9/25/2019,102,8,0,5,10,"8.2,8.8,8.2,9,9,9,9,9",2.483,,,Plants >3 m apart.
2019,AS059,MW046,4,43.343046,-79.959704,6000,430,36.19,Rural,9/25/2019,109,1,0,7,10.2,NA,2.413,,,Plants >3 m apart.
2019,AS059,MW046,5,43.343046,-79.959704,6000,430,36.19,Rural,9/25/2019,161,15,0,10,11.6,"10,10,11,11,11,11,11,10.4,10.8,10.8,11,11,10.2,9",2.745,,,Plants >3 m apart.
2019,AS060,MW047,1,43.519441,-79.750471,2000,240,20.77,Rural,x,x,x,x,x,x,x,x,x,x,Too steep to access alone
2019,AS060,MW047,2,43.519441,-79.750471,2000,240,20.77,Rural,x,x,x,x,x,x,x,x,x,x,Too steep to access alone
2019,AS060,MW047,3,43.519441,-79.750471,2000,240,20.77,Rural,x,x,x,x,x,x,x,x,x,x,Too steep to access alone
2019,AS060,MW047,4,43.519441,-79.750471,2000,240,20.77,Rural,x,x,x,x,x,x,x,x,x,x,Too steep to access alone
2019,AS060,MW047,5,43.519441,-79.750471,2000,240,20.77,Rural,x,x,x,x,x,x,x,x,x,x,Too steep to access alone
2019,AS061,MW048,1,43.530493,-79.738194,1,1,19.88,Rural,x,x,x,x,x,x,x,x,x,x,No plant seen
2019,AS062,MW049,1,43.534939,-79.732912,40,72,19.51,South,9/26/2019,121,8,0,6,10,"11,9.8,9,9.8,9.4,8,8.6",2.79,,,Plants <3m apart
2019,AS062,MW049,2,43.534939,-79.732912,40,72,19.51,South,9/26/2019,111,4,1,4,10,"8.6,8.8,9.8",2.591,,,Plants <3m apart
2019,AS062,MW049,3,43.534939,-79.732912,40,72,19.51,South,9/26/2019,119,5,1,5,9.8,"8,8,9.8,9.8",2.417,,,Plants <3m apart
2019,AS062,MW049,4,43.534939,-79.732912,40,72,19.51,South,9/26/2019,83,4,4,4,6.4,"7,6.4,6.4",2.353,,,Plants <3m apart
2019,AS062,MW049,5,43.534939,-79.732912,40,72,19.51,South,9/26/2019,131,7,0,6,8,"7,8,8,8.2,8.4,9.8",2.413,,,Plants <3m apart
2019,AS063,MW050,1,43.535065,-79.721652,1000,60,19,South,x,x,x,x,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS063,MW050,2,43.535065,-79.721652,1000,60,19,South,x,x,x,x,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS063,MW050,3,43.535065,-79.721652,1000,60,19,South,x,x,x,x,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS063,MW050,4,43.535065,-79.721652,1000,60,19,South,x,x,x,x,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS063,MW050,5,43.535065,-79.721652,1000,60,19,South,x,x,x,x,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS064,MW051,1,43.669676,-79.422881,900,25,2.29,South,9/14/2019,64,1,0,4,9,NA,1.6,,,Plants <3m apart
2019,AS064,MW051,2,43.669676,-79.422881,900,25,2.29,South,9/14/2019,123,0,0,3,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS064,MW051,3,43.669676,-79.422881,900,25,2.29,South,9/14/2019,185,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS064,MW051,4,43.669676,-79.422881,900,25,2.29,South,9/14/2019,133,0,0,5,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS064,MW051,5,43.669676,-79.422881,900,25,2.29,South,9/14/2019,116,0,0,2,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS065,MW052,1,43.680726,-79.411251,1,2,2.27,South,9/14/2019,x,x,x,x,x,x,x,x,x,Plants gone from property- probably for good (it's well-tended and in a wealthy neighborhood)
2019,AS065,MW052,2,43.680726,-79.411251,1,2,2.27,South,9/14/2019,x,x,x,x,x,x,x,x,x,Plants gone from property- probably for good (it's well-tended and in a wealthy neighborhood)
2019,AS066,MW053,1,43.691138,-79.427943,75,20,3.36,South,9/14/2019,65,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS066,MW053,2,43.691138,-79.427943,75,20,3.36,South,9/14/2019,118,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS066,MW053,3,43.691138,-79.427943,75,20,3.36,South,9/14/2019,123,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS066,MW053,4,43.691138,-79.427943,75,20,3.36,South,9/14/2019,108,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS066,MW053,5,43.691138,-79.427943,75,20,3.36,South,9/14/2019,77,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS067,MW054,1,43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS067,MW054,2,43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS067,MW054,3,43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS067,MW054,4,43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS067,MW054,5,43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS068,MW055,1,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS068,MW055,2,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS068,MW055,3,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS068,MW055,4,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS068,MW055,5,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS069,MW056,1,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,94,8,0,4,11,"11,10,10,10.2,10.2,10,10.2",3.1,,,
2019,AS069,MW056,2,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,110,21,7,7,9,"9,9.8,9,9.2,8.2,8,8,8,8,9,9,9,7.7,8,9,9,9,8.2,9.2,8.8",2.6,,,
2019,AS069,MW056,3,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,116,5,1,3,9,"8.4,8,7,9",3.5,,,
2019,AS069,MW056,4,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,114,19,10,8,9.6,see notes,3,,,So many pods + private property that we'd been told to leave last year so I sampled what I thought was enough pods and then got out of there.
2019,AS069,MW056,5,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,97,7,0,2,12.2,see notes,2.9,,,So many pods + private property that we'd been told to leave last year so I sampled what I thought was enough pods and then got out of there.
2019,AS070,MW057,1,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,89,2,0,2,10,9.4,2.3,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS070,MW057,2,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,138,10,0,3,11.2,"11,10,10.4",2.5,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS070,MW057,3,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,103,8,0,3,8.6,"8.2,7.8,8,8,8,8.4,8.4",1.8,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS070,MW057,4,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,44,5,4,2,7.6,"8,8,8,7",2.4,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS070,MW057,5,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,116,6,1,3,8.4,"8,7,7.4,8,8.4",2.4,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS071,MW058,1,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,x,x,x,x,x,x,No plants present
2019,AS071,MW058,2,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,x,x,x,x,x,x,No plants present
2019,AS071,MW058,3,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,x,x,x,x,x,x,No plants present
