Year,Pop_ID,Patch_ID,Plant_Num,Pollinia_1_1,Pollinia_1_2,Pollinia_1_3,Pollinia_2_1,Pollinia_2_2,Pollinia_2_3,Pollinia_3_1,Pollinia_3_2,Pollinia_3_3,Height_cm,Pop_Age_Stage,Date_Found,Date_Found_365,Ramets,Surveyor,Notes,Latitude,Longitude,Area_sq_m_2018,Plants_present_2018,City_dist,Transect_ID,Date,Height,Viable_Pods,Aborted_Pods,Total_Pods,Peduncles,Collected_pod_length,Other_pod_lengths,Collected_pod_width,Collected_pod_seed_number,Collected_pod_seed_weight,Notes_PodCollecting
2019,AS060,MW047,3,x,x,x,x,x,x,x,x,x,x,x,7/18/2019,199,x,Sophie,"Plants on other side of roadside swale and seemed dangerous to go alone, so I didn't sample.",43.519441,-79.750471,2000,240,20.77,Rural,x,x,x,x,0,x,x,x,x,x,x,Too steep to access alone
2019,AS060,MW047,4,x,x,x,x,x,x,x,x,x,x,x,7/18/2019,199,x,Sophie,"Plants on other side of roadside swale and seemed dangerous to go alone, so I didn't sample.",43.519441,-79.750471,2000,240,20.77,Rural,x,x,x,x,0,x,x,x,x,x,x,Too steep to access alone
2019,AS060,MW047,5,x,x,x,x,x,x,x,x,x,x,x,7/18/2019,199,x,Sophie,"Plants on other side of roadside swale and seemed dangerous to go alone, so I didn't sample.",43.519441,-79.750471,2000,240,20.77,Rural,x,x,x,x,0,x,x,x,x,x,x,Too steep to access alone
2019,AS061,MW048,1,x,x,x,x,x,x,x,x,x,x,x,7/18/2019,199,x,Sophie,Plant not seen,43.530493,-79.738194,1,1,19.88,Rural,x,x,x,x,0,x,x,x,x,x,x,No plant seen
2019,AS062,MW049,1,0,1,0,0,0,0,0,0,0,113.5,Middle,7/7/2019,188,1,Vanessa,"Still at stoplight corner, approximately 50 plants. Looked mowed along edges though.",43.534939,-79.732912,40,72,19.51,South,9/26/2019,121,8,0,8,6,10,"11,9.8,9,9.8,9.4,8,8.6",2.79,,,Plants <3m apart
2019,AS062,MW049,2,1,1,0,1,2,1,1,0,3,131,Middle,7/7/2019,188,1,Vanessa,"Still at stoplight corner, approximately 50 plants. Looked mowed along edges though.",43.534939,-79.732912,40,72,19.51,South,9/26/2019,111,4,1,5,4,10,"8.6,8.8,9.8",2.591,,,Plants <3m apart
2019,AS062,MW049,3,4,3,3,0,4,2,4,2,0,115.5,Middle,7/7/2019,188,1,Vanessa,"Still at stoplight corner, approximately 50 plants. Looked mowed along edges though.",43.534939,-79.732912,40,72,19.51,South,9/26/2019,119,5,1,6,5,9.8,"8,8,9.8,9.8",2.417,,,Plants <3m apart
2019,AS062,MW049,4,0,1,0,0,0,0,0,2,0,114,Middle,7/7/2019,188,2,Vanessa,"Still at stoplight corner, approximately 50 plants. Looked mowed along edges though.",43.534939,-79.732912,40,72,19.51,South,9/26/2019,83,4,4,8,4,6.4,"7,6.4,6.4",2.353,,,Plants <3m apart
2019,AS062,MW049,5,0,2,1,0,0,0,x,x,x,123,Middle,7/7/2019,188,1,Vanessa,"Still at stoplight corner, approximately 50 plants. Looked mowed along edges though.",43.534939,-79.732912,40,72,19.51,South,9/26/2019,131,7,0,7,6,8,"7,8,8,8.2,8.4,9.8",2.413,,,Plants <3m apart
2019,AS063,MW050,1,1,0,0,0,0,2,x,x,x,119.5,Middle,7/9/2019,190,1,Vanessa,Only about 15-20 plants along the hill in the field. Didn't see any milkweed closer to towers,43.535065,-79.721652,1000,60,19,South,x,x,x,x,0,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS063,MW050,2,0,1,1,x,x,x,x,x,x,86,Middle,7/9/2019,190,1,Vanessa,Only about 15-20 plants along the hill in the field. Didn't see any milkweed closer to towers,43.535065,-79.721652,1000,60,19,South,x,x,x,x,0,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS063,MW050,3,1,1,1,0,0,2,x,x,x,90.5,Middle,7/9/2019,190,1,Vanessa,Only about 15-20 plants along the hill in the field. Didn't see any milkweed closer to towers,43.535065,-79.721652,1000,60,19,South,x,x,x,x,0,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS063,MW050,4,1,1,0,2,0,0,1,0,0,96,Middle,7/9/2019,190,1,Vanessa,Only about 15-20 plants along the hill in the field. Didn't see any milkweed closer to towers,43.535065,-79.721652,1000,60,19,South,x,x,x,x,0,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS063,MW050,5,1,1,0,2,0,2,0,0,1,72,Middle,7/9/2019,190,1,Vanessa,Only about 15-20 plants along the hill in the field. Didn't see any milkweed closer to towers,43.535065,-79.721652,1000,60,19,South,x,x,x,x,0,x,x,x,x,x,x,"No milkweed seen. Other plants (e.g. goldenrod) were very tall and hid them, if they were there"
2019,AS064,MW051,1,0,2,0,1,0,1,2,3,1,130,Middle,7/4/2019,185,1,Albert,"Approximately 18 plants, nice lady at 92 Yarmouth Ave. Lots of yellow aphids.",43.669676,-79.422881,900,25,2.29,South,9/14/2019,64,1,0,1,4,9,NA,1.6,,,Plants <3m apart
2019,AS064,MW051,2,0,0,4,1,0,0,1,1,2,93,Middle,7/4/2019,185,1,Albert,"Approximately 18 plants, nice lady at 92 Yarmouth Ave. Lots of yellow aphids.",43.669676,-79.422881,900,25,2.29,South,9/14/2019,123,0,0,0,3,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS064,MW051,3,0,0,0,2,2,1,1,0,0,147,Middle,7/4/2019,185,1,Albert,"Approximately 18 plants, nice lady at 92 Yarmouth Ave. Lots of yellow aphids.",43.669676,-79.422881,900,25,2.29,South,9/14/2019,185,0,0,0,0,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS064,MW051,4,0,0,1,0,0,0,1,1,1,102,Middle,7/4/2019,185,1,Albert,"Approximately 18 plants, nice lady at 92 Yarmouth Ave. Lots of yellow aphids.",43.669676,-79.422881,900,25,2.29,South,9/14/2019,133,0,0,0,5,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS064,MW051,5,5,0,1,0,0,1,1,1,1,107.5,Middle,7/4/2019,185,1,Vanessa,"Approximately 18 plants, nice lady at 92 Yarmouth Ave. Lots of yellow aphids.",43.669676,-79.422881,900,25,2.29,South,9/14/2019,116,0,0,0,2,NA,NA,NA,NA,NA,Plants <3m apart
2019,AS065,MW052,1,0,0,0,0,0,0,x,x,x,105.5,Early,7/4/2019,185,2,Albert,"Only 2 plants, took photos but they may have been the same individual (very close together, appeared to be 2 ramets)",43.680726,-79.411251,1,2,2.27,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,Plants gone from property- probably for good (it's well-tended and in a wealthy neighborhood)
2019,AS065,MW052,2,0,2,0,0,x,x,x,x,x,102,Early,7/4/2019,185,2,Vanessa,"Only 2 plants, took photos but they may have been the same individual (very close together, appeared to be 2 ramets)",43.680726,-79.411251,1,2,2.27,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,Plants gone from property- probably for good (it's well-tended and in a wealthy neighborhood)
2019,AS066,MW053,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,"Within the park, none were flowering though they had some buds (most inflorescences were quite small though).",43.691138,-79.427943,75,20,3.36,South,9/14/2019,65,0,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS066,MW053,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,"Within the park, none were flowering though they had some buds (most inflorescences were quite small though).",43.691138,-79.427943,75,20,3.36,South,9/14/2019,118,0,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS066,MW053,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,"Within the park, none were flowering though they had some buds (most inflorescences were quite small though).",43.691138,-79.427943,75,20,3.36,South,9/14/2019,123,0,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS066,MW053,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,"Within the park, none were flowering though they had some buds (most inflorescences were quite small though).",43.691138,-79.427943,75,20,3.36,South,9/14/2019,108,0,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS066,MW053,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,"Within the park, none were flowering though they had some buds (most inflorescences were quite small though).",43.691138,-79.427943,75,20,3.36,South,9/14/2019,77,0,0,0,0,NA,NA,NA,NA,NA,"Plants >3m apart but may have been weed-whacked, hence no follicles present."
2019,AS067,MW054,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,"3 flowering plants but no one home, so didn't sample.",43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS067,MW054,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,"3 flowering plants but no one home, so didn't sample.",43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS067,MW054,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,"3 flowering plants but no one home, so didn't sample.",43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS067,MW054,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,"3 flowering plants but no one home, so didn't sample.",43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS067,MW054,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,"3 flowering plants but no one home, so didn't sample.",43.67876,-79.431977,12,14,2.99,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,Milkweed present but no one home. Could return.
2019,AS068,MW055,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,NO MILKWEED FOUND ON 7/4/2019,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS068,MW055,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,NO MILKWEED FOUND ON 7/4/2019,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS068,MW055,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,NO MILKWEED FOUND ON 7/4/2019,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS068,MW055,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,NO MILKWEED FOUND ON 7/4/2019,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS068,MW055,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Vanessa,NO MILKWEED FOUND ON 7/4/2019,43.674579,-79.446438,5,4,3.51,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,"Milkweed present but no one home. Could return. 97 Auburn has 3 plants w/many pods, though they look intentionally planted."
2019,AS069,MW056,1,1,4,0,0,0,1,2,0,0,107,Early-Middle,7/4/2019,185,2,Vanessa,x,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,94,8,0,8,4,11,"11,10,10,10.2,10.2,10,10.2",3.1,,,
2019,AS069,MW056,2,1,0,3,1,1,1,0,0,0,91.5,Early-Middle,7/4/2019,185,1,Vanessa,x,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,110,21,7,28,7,9,"9,9.8,9,9.2,8.2,8,8,8,8,9,9,9,7.7,8,9,9,9,8.2,9.2,8.8",2.6,,,
2019,AS069,MW056,3,1,0,2,0,0,1,x,x,x,99.8,Early-Middle,7/4/2019,185,1,Vanessa,x,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,116,5,1,6,3,9,"8.4,8,7,9",3.5,,,
2019,AS069,MW056,4,0,4,0,1,0,0,0,1,0,81.5,Early-Middle,7/4/2019,185,1,Vanessa,x,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,114,19,10,29,8,9.6,see notes,3,,,So many pods + private property that we'd been told to leave last year so I sampled what I thought was enough pods and then got out of there.
2019,AS069,MW056,5,0,0,0,0,0,0,1,1,1,92.5,Early-Middle,7/4/2019,185,1,Vanessa,x,43.671068,-79.452408,1600,30,3.72,South,9/14/2019,97,7,0,7,2,12.2,see notes,2.9,,,So many pods + private property that we'd been told to leave last year so I sampled what I thought was enough pods and then got out of there.
2019,AS070,MW057,1,1,0,4,1,4,0,1,0,0,121.2,Early-Middle,7/4/2019,185,1,Vanessa,Still lots along the fences and near rail road tracks.,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,89,2,0,2,2,10,9.4,2.3,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS070,MW057,2,1,3,2,1,5,1,0,1,3,74.4,Early-Middle,7/4/2019,185,1,Vanessa,Still lots along the fences and near rail road tracks.,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,138,10,0,10,3,11.2,"11,10,10.4",2.5,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS070,MW057,3,4,0,2,1,1,1,4,1,0,111.1,Early-Middle,7/4/2019,185,1,Vanessa,Still lots along the fences and near rail road tracks.,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,103,8,0,8,3,8.6,"8.2,7.8,8,8,8,8.4,8.4",1.8,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS070,MW057,4,0,4,1,3,3,2,3,2,3,108,Early-Middle,7/4/2019,185,2,Vanessa,Still lots along the fences and near rail road tracks.,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,44,5,4,9,2,7.6,"8,8,8,7",2.4,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS070,MW057,5,0,3,2,1,0,0,x,x,x,91.5,Early-Middle,7/4/2019,185,7,Vanessa,Still lots along the fences and near rail road tracks.,43.67024,-79.462135,30000,170,4.17,South,9/14/2019,116,6,1,7,3,8.4,"8,7,7.4,8,8.4",2.4,,,Plant 2 has underripe seeds but couldn't reach other pods because they were on other side of fence. Plants 4 & 5 <3m apart.
2019,AS071,MW058,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Not flowering on 7/4/2019 or 7/17/2019,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,No plants present
2019,AS071,MW058,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Not flowering on 7/4/2019 or 7/17/2019,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,No plants present
2019,AS071,MW058,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Not flowering on 7/4/2019 or 7/17/2019,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,No plants present
2019,AS071,MW058,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Not flowering on 7/4/2019 or 7/17/2019,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,No plants present
2019,AS071,MW058,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Not flowering on 7/4/2019 or 7/17/2019,43.671812,-79.474258,2,10,4.79,South,9/14/2019,x,x,x,0,x,x,x,x,x,x,No plants present
2019,AS072,MW059,1,0,0,0,0,3,2,0,2,0,99,Early-Middle,7/5/2019,186,1,Vanessa,"No one answered at 69 Hagar Ave, left business card",43.670454,-79.482484,250,36,5.17,South,9/14/2019,40,0,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS072,MW059,2,2,0,1,0,0,1,1,5,0,128,Early-Middle,7/5/2019,186,1,Vanessa,"No one answered at 69 Hagar Ave, left business card",43.670454,-79.482484,250,36,5.17,South,9/14/2019,65,0,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS072,MW059,3,0,2,0,1,2,2,0,2,1,110,Early-Middle,7/5/2019,186,1,Vanessa,"No one answered at 69 Hagar Ave, left business card",43.670454,-79.482484,250,36,5.17,South,9/14/2019,69,0,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS072,MW059,4,1,3,0,0,2,0,x,x,x,97,Early-Middle,7/5/2019,186,1,Vanessa,"No one answered at 69 Hagar Ave, left business card",43.670454,-79.482484,250,36,5.17,South,9/14/2019,31,0,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS072,MW059,5,1,0,1,0,2,5,x,x,x,110,Early-Middle,7/5/2019,186,1,Albert,"No one answered at 69 Hagar Ave, left business card",43.670454,-79.482484,250,36,5.17,South,9/14/2019,79,0,0,0,0,NA,NA,NA,NA,NA,"No one home at house with milkweed w/follicles, so I sampled house #55 (which had plants <3m apart with no pods)."
2019,AS073,MW060,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,No flowering plants. House being rebuilt. I think the old man who lived there last year passed away. There's now a dumpster in the driveway and an empty house.,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,0,x,x,x,x,x,x,Not visiting- see notes
2019,AS073,MW060,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,No flowering plants. House being rebuilt. I think the old man who lived there last year passed away. There's now a dumpster in the driveway and an empty house.,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,0,x,x,x,x,x,x,Not visiting- see notes
2019,AS073,MW060,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,No flowering plants. House being rebuilt. I think the old man who lived there last year passed away. There's now a dumpster in the driveway and an empty house.,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,0,x,x,x,x,x,x,Not visiting- see notes
2019,AS073,MW060,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,No flowering plants. House being rebuilt. I think the old man who lived there last year passed away. There's now a dumpster in the driveway and an empty house.,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,0,x,x,x,x,x,x,Not visiting- see notes
2019,AS073,MW060,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,No flowering plants. House being rebuilt. I think the old man who lived there last year passed away. There's now a dumpster in the driveway and an empty house.,43.646988,-79.583587,1,5,10.15,North,9/18/2019,x,x,x,0,x,x,x,x,x,x,Not visiting- see notes
2019,AS074,MW061,1,0,0,0,0,0,0,0,0,2,56,Early-Late,7/16/2019,197,1,Sophie,x,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,106,6,6,12,5,10,"10,10.2,10.4,10.4,9.8",2.8,,,
2019,AS074,MW061,2,1,0,0,1,0,1,0,0,0,100,Early-Late,7/16/2019,197,1,Sophie,x,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,85,2,0,2,3,10.6,10,2.5,,,
2019,AS074,MW061,3,0,0,0,0,1,0,0,0,2,123,Early-Late,7/16/2019,197,1,Sophie,x,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,121,5,2,7,4,10,"9,10,10,10",3.1,,,
2019,AS074,MW061,4,1,0,0,0,1,0,0,0,1,108,Early-Late,7/16/2019,197,1,Sophie,x,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,88,3,0,3,2,9.4,"9,10.2",2.5,,,
2019,AS074,MW061,5,0,0,0,2,1,1,0,1,0,122,Early-Late,7/16/2019,197,1,Sophie,x,43.654607,-79.607519,9000,265,11.33,North,9/18/2019,118,9,0,9,5,9.8,"8.2,9.4,9.4,8.4,8,10.6,8.4,8.4",2.8,,,
2019,AS075,MW062,1,1,0,0,1,0,2,0,0,0,150,Early-Middle,7/17/2019,198,1,Sophie,x,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,159,6,0,6,5,9.8,"9.4,10.4,10,8,8.2",3.1,,,
2019,AS075,MW062,2,1,1,2,1,4,3,3,3,2,123,Early-Middle,7/17/2019,198,1,Sophie,x,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,125,4,0,4,3,9.8,"10,10,8.4",2.3,,,
2019,AS075,MW062,3,1,1,0,1,1,3,0,0,0,105,Early-Middle,7/17/2019,198,1,Sophie,x,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,146,9,0,9,3,9.6,"10,9.2,8.2,10.4,8,9,9",2.613,,,
2019,AS075,MW062,4,1,1,0,0,0,1,0,1,0,132,Early-Middle,7/17/2019,198,1,Sophie,x,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,100,2,0,2,3,10,9,1.735,,,
2019,AS075,MW062,5,1,0,0,0,0,0,0,0,0,143,Early-Middle,7/17/2019,198,1,Sophie,x,43.651476,-79.617876,6000,100,11.85,North,9/18/2019,139,4,0,4,3,9.4,"9,9,9.2",2.794,,,
2019,AS076,MW063,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,Small plants. Some have developing flowers. Could return in 1-2 weeks.,43.63776,-79.635241,60,36,12.78,North,x,x,x,x,0,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS076,MW063,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,Small plants. Some have developing flowers. Could return in 1-2 weeks.,43.63776,-79.635241,60,36,12.78,North,x,x,x,x,0,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS076,MW063,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,Small plants. Some have developing flowers. Could return in 1-2 weeks.,43.63776,-79.635241,60,36,12.78,North,x,x,x,x,0,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS076,MW063,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,Small plants. Some have developing flowers. Could return in 1-2 weeks.,43.63776,-79.635241,60,36,12.78,North,x,x,x,x,0,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS076,MW063,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,Small plants. Some have developing flowers. Could return in 1-2 weeks.,43.63776,-79.635241,60,36,12.78,North,x,x,x,x,0,x,x,x,x,x,x,Didn't visit- a few plants (without pods) scattered around industrial building across from waypoint but was getting suspicious looks from workers
2019,AS077,MW064,1,0,0,0,0,0,0,0,0,1,120,Mid-Late,7/17/2019,198,1,Sophie,x,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,82,4,1,5,5,8,"7.6,6.4,7.2",2.38,,,Plants >3 m apart
2019,AS077,MW064,2,0,0,1,0,1,0,0,1,1,122,Mid-Late,7/17/2019,198,1,Sophie,x,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,94,19,1,20,6,8,"8.4,7.6,7.6,8.6,8,8,8,8,8,8,8,8.6,9,9,8,7.2,7.6",2.613,,,Plants >3 m apart
2019,AS077,MW064,3,0,1,0,2,0,0,0,0,0,108,Mid-Late,7/17/2019,198,1,Sophie,x,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,114,3,0,3,4,8.6,"7,9.6",2.544,,,Plants >3 m apart
2019,AS077,MW064,4,0,0,1,1,1,0,3,0,2,100,Mid-Late,7/17/2019,198,1,Sophie,x,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,86,1,0,1,2,8.8,NA,2.496,,,Plants >3 m apart
2019,AS077,MW064,5,1,0,0,0,1,0,2,1,0,105,Mid-Late,7/17/2019,198,1,Sophie,x,43.628807,-79.652009,1250,200,13.69,North,9/21/2019,96,3,1,4,3,9.2,"8.8,9",missing,,,Plants >3 m apart
2019,AS078,MW065,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,No flowers (1 plant),43.626304,-79.673743,1,2,14.79,North,9/21/2019,11,0,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS078,MW065,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Sophie,No flowers (1 plant),43.626304,-79.673743,1,2,14.79,North,9/21/2019,31,0,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS078,MW065,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14.79,North,9/21/2019,22,0,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS078,MW065,4,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14.79,North,9/21/2019,21,0,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS078,MW065,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14.79,North,9/21/2019,14,0,0,0,0,NA,NA,NA,NA,NA,Very small plants- <3 m apart
2019,AS079,MW066,1,0,0,0,0,1,0,2,2,1,107,Early-Mid,7/17/2019,198,1,Sophie,*TAKEN FROM NEW SITE (OLD SITE IS NOW UNDER CONSTRUCTION)- INTERSECTION OF BRUNEL RD. AND HURONTARIO ST.*,43.618104,-79.701542,20000,50,16.25,North,9/21/2019,100,6,0,6,5,8.8,"8,8,8,8,7.6",2.728,,,"At Brunel x Hurontario intersection, across the street from the MExican restaurant. >5 plants that are >3 m apart are visible, but since they're on private property (that will be developed eventually), I sampled the 5 plants accessible from the buffer strip that are close together."
2019,AS079,MW066,2,0,0,1,1,3,1,2,0,0,70,Early-Mid,7/17/2019,198,1,Sophie,*TAKEN FROM NEW SITE (OLD SITE IS NOW UNDER CONSTRUCTION)- INTERSECTION OF BRUNEL RD. AND HURONTARIO ST.*,43.618104,-79.701542,20000,50,16.25,North,9/21/2019,113,11,0,11,6,7.8,"9,9,9,9,9,8,8,9.2,7,9,7.8",2.275,,,"At Brunel x Hurontario intersection, across the street from the MExican restaurant. >5 plants that are >3 m apart are visible, but since they're on private property (that will be developed eventually), I sampled the 5 plants accessible from the buffer strip that are close together."
2019,AS079,MW066,3,0,0,0,0,2,0,x,x,x,98,Early-Mid,7/17/2019,198,1,Sophie,*TAKEN FROM NEW SITE (OLD SITE IS NOW UNDER CONSTRUCTION)- INTERSECTION OF BRUNEL RD. AND HURONTARIO ST.*,43.618104,-79.701542,20000,50,16.25,North,9/21/2019,84,5,0,5,3,8.6,"7,8,7.6,7",2.595,,,"At Brunel x Hurontario intersection, across the street from the MExican restaurant. >5 plants that are >3 m apart are visible, but since they're on private property (that will be developed eventually), I sampled the 5 plants accessible from the buffer strip that are close together."
